"run";"random_seed";"IRR";"tick";"Meta: Case";"Meta: Scenario";"name";"region";"technologyID";"Loadfactor";"Capacity";"capex";"opex";"specificRRR";"myCompanyRRR";"myCompany";"LRMC";"ownrLRMC";"certpriceneeded";"certpriceneeded_ownRRR";"StartTick";"startyear";"endyear";"endtick";"myinvestmentdecisiontype";"status";"estimannualprod";"exougenousflagg"
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Sweden_Hydro_2018";"Sweden";1;1.0;5.117960426179605;0.0;0.0;0.0;0.0;"Company 55";0.0;0.0;-28.571266110581043;0.0;75;2018;2033;255;3;1;44833.333333333336;1
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Wind_Sweden_3";"Sweden";2;0.32;231.0;3.99734794E8;16.7;0.06202866261747517;0.045438044667807806;"Company 235";64.7555502469934;54.83623575443421;58.6441030968393;Infinity;0;0;0;0;3;3;647539.2000000001;0
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Wind_Norway_64";"Norway";2;0.4;750.0;1.342859475E9;18.5;0.06871873429234782;0.05927996384474923;"Company 43";60.81280844194759;0.0;54.65970342232811;0.0;0;0;0;0;3;5;2628000.0;0
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Wind_Norway_100";"Norway";2;0.33;138.0;2.16685268E8;18.0;0.06871873429234782;0.07787452275283033;"Company 193";62.97787135809668;63.562614717732345;57.4395366298022;Infinity;0;0;0;0;3;3;398930.39999999997;0
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Wind_Norway_49";"Norway";2;0.33;60.0;9.1773617E7;17.1;0.06871873429234782;0.04811997133035534;"Company 223";60.91423134328836;0.0;54.789925388185296;0.0;0;0;0;0;2;5;173448.0;0
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Overgang_2012_2025_3";"Sweden";3;1.0;55.0;0.0;0.0;0.0;0.0;"Company 175";0.0;0.0;-26.666515036542307;0.0;0;2012;2025;168;1;1;481800.0;1
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Wind_Sweden_209";"Sweden";2;0.34;60.0;9.4230633E7;13.4;0.06202866261747517;0.06993922624792716;"Company 13";54.448330807072054;54.64063389175803;45.15829534575326;Infinity;0;0;0;0;1;3;178704.00000000003;0
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Wind_Norway_71";"Norway";2;0.31;130.0;2.06348752E8;20.0;0.06871873429234782;0.06795342186709505;"Company 127";68.40155775703276;64.90009429546771;64.40328047587244;Infinity;0;0;0;0;3;3;353028.0;0
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Wind_Sweden_157";"Sweden";2;0.34;21.0;3.1174574E7;11.9;0.06202866261747517;0.05936879137651976;"Company 217";50.700370828198196;47.243447041799726;40.25452202177684;Infinity;0;0;0;0;2;3;62546.4;0
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Overgang_2012_2024_2";"Sweden";3;1.0;73.5;0.0;0.0;0.0;0.0;"Company 55";0.0;0.0;-24.76176396250357;0.0;0;2012;2024;156;3;1;643860.0;1
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Wind_Norway_63";"Norway";2;0.31;80.0;1.27224575E8;18.4;0.06871873429234782;0.05927996384474923;"Company 43";66.89331424275697;0.0;62.466770744599316;0.0;0;0;0;0;3;5;217248.0;0
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Wind_Sweden_154";"Sweden";2;0.34;24.0;3.5625401E7;12.2;0.06202866261747517;0.045438044667807806;"Company 235";50.99744831446148;42.98913107822234;40.643213646154756;Infinity;0;0;0;0;3;3;71481.6;0
1;1;0.10133353860688979;287.0;"2016_H1_BaseCase";"Normal";"Wind_Sweden_276";"Sweden";2;0.37;23.0;3.580854E7;13.2;0.0;0.0;"Company 145";32.41378555446453;0.0;6.404199073139148;0.0;16;2013;2028;196;3;1;74547.59999999999;1
1;1;0.1191384541682126;287.0;"2016_H1_BaseCase";"Normal";"Wind_Sweden_105";"Sweden";2;0.34;27.0;4.0356695E7;13.3;0.06202866261747517;0.06993922624792716;"Company 13";52.6810956756013;55.65540826349897;44.66866355535134;47.49596784752676;63;2017;2032;243;1;1;80416.80000000002;0
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Wind_Sweden_101";"Sweden";2;0.34;15.0;2.1634522E7;13.0;0.06202866261747517;0.045438044667807806;"Company 235";50.69733844020248;42.91609873742321;40.25055449185519;Infinity;0;0;0;0;3;3;44676.00000000001;0
1;1;0.07704752408343413;287.0;"2016_H1_BaseCase";"Normal";"Wind_Sweden_297";"Sweden";2;0.32;96.0;1.52075026E8;14.0;0.0;0.0;"Company 61";36.60437862680746;0.0;13.388520860377366;0.0;18;2013;2028;198;3;1;269107.2;1
1;1;0.06595942864629396;287.0;"2016_H1_BaseCase";"Normal";"Wind_Sweden_286";"Sweden";2;0.31;36.0;6.0617469E7;13.2;0.0;0.0;"Company 187";38.002159129965136;0.0;15.718155032306822;0.0;30;2014;2029;210;1;1;97761.6;1
1;1;0.06700617556169829;287.0;"2016_H1_BaseCase";"Normal";"Wind_Sweden_308";"Sweden";2;0.29;36.0;5.4390806E7;15.3;0.0;0.0;"Company 85";39.08925715985234;0.0;17.529985082118824;0.0;12;2013;2028;192;3;1;91454.4;1
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Wind_Sweden_140";"Sweden";2;0.34;42.0;6.6130919E7;14.6;0.06202866261747517;0.06080938335624468;"Company 121";55.75379700793245;0.0;44.03180752144102;0.0;0;0;0;0;3;0;125092.8;0
1;1;0.12007248261495433;287.0;"2016_H1_BaseCase";"Normal";"Wind_Sweden_83";"Sweden";2;0.36;36.0;5.6257864E7;13.8;0.06202866261747517;0.04704657385894979;"Company 175";52.68598649256796;47.38317031840829;44.67506262522101;39.547997400249756;68;2017;2032;248;1;1;113529.59999999999;0
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Sweden_Hydro_2016";"Sweden";1;1.0;5.117960426179605;0.0;0.0;0.0;0.0;"Company 1";0.0;0.0;-28.571266110581043;0.0;59;2016;2031;239;3;1;44833.333333333336;1
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Other_2013";"Sweden";5;1.0;1.0;0.0;0.0;0.0;0.0;"Company 31";0.0;0.0;-28.571266110581043;0.0;16;2013;2028;196;3;1;8760.0;1
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Wind_Norway_2";"Norway";2;0.26;50.0;7.9442338E7;22.1;0.06871873429234782;0.0624806966058122;"Company 109";79.86585469384485;73.04412131217718;79.12286810890876;Infinity;0;0;0;0;3;3;113880.0;0
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Wind_Sweden_106";"Sweden";2;0.29;36.0;5.29812E7;14.6;0.06202866261747517;0.05447484965244418;"Company 115";59.697747688572825;53.78293760597438;52.02655184129609;Infinity;0;0;0;0;2;3;91454.4;0
1;1;0.0957445258323221;287.0;"2016_H1_BaseCase";"Normal";"Wind_Sweden_323";"Sweden";2;0.31;2.0;2648479.0;14.5;0.0;0.0;"Company 163";34.005663573427604;0.0;9.057329104744273;0.0;19;2013;2028;199;1;1;5431.2;1
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Wind_Sweden_238";"Sweden";2;0.34;18.0;2.6010332E7;13.2;0.06202866261747517;0.06993922624792716;"Company 13";50.9683519094324;51.145288959804205;40.60514435629854;Infinity;0;0;0;0;1;3;53611.200000000004;0
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Sweden_Bio_2019";"Sweden";3;1.0;33.29528158295282;0.0;0.0;0.0;0.0;"Company 115";0.0;0.0;-28.571266110581043;0.0;94;2019;2034;274;2;1;291666.6666666667;1
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Wind_Sweden_204";"Sweden";2;0.34;87.0;1.42682273E8;14.5;0.06202866261747517;0.047867693469170865;"Company 229";57.365254849907245;0.0;47.15877438553618;0.0;0;0;0;0;2;0;259120.80000000002;0
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Wind_Sweden_230";"Sweden";2;0.29;30.0;4.539065E7;15.2;0.06202866261747517;0.05861524164454022;"Company 31";61.56398000317813;0.0;52.65232194670973;0.0;0;0;0;0;3;0;76212.0;0
1;1;0.12626598084928634;287.0;"2016_H1_BaseCase";"Normal";"Wind_Sweden_245";"Sweden";2;0.34;21.599999999999998;3.416177E7;14.2;0.06202866261747517;0.05936879137651976;"Company 217";55.37187022078554;54.34808819920961;45.45499332862478;44.44338778983037;113;2021;2035;287;2;1;64333.439999999995;0
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Wind_Sweden_231";"Sweden";2;0.31;33.0;5.2686442E7;16.8;0.06202866261747517;0.045438044667807806;"Company 235";62.56745864337081;53.120437155208904;55.78123761888797;Infinity;0;0;0;0;3;3;89614.8;0
