"random_seed";"IRR";"tick";"Meta: Case";"Meta: Scenario";"name";"region";"technologyID";"Loadfactor";"Capacity";"capex";"opex";"specificRRR";"myCompanyRRR";"myCompany";"LRMC";"ownrLRMC";"certpriceneeded";"certpriceneeded_ownRRR";"StartTick";"startyear";"endyear";"endtick";"myinvestmentdecisiontype";"status";"estimannualprod";"exougenousflagg"
18;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Norway_75";"Norway";2;0.33;315.0;5.51628655E8;19.1;0.07803289457129652;0.08667835389243266;"Company 4919";69.98485471436535;73.83515073703342;Infinity;Infinity;0;0;0;0;4;3;910602.0;0
18;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Norway_60";"Norway";2;0.33;60.0;9.5756371E7;17.0;0.07803289457129652;0.05869729202566516;"Company 5009";36.788857138131746;0.0;Infinity;0.0;0;0;0;0;3;5;173448.0;0
18;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_272";"Sweden";2;0.3;15.0;2.3103712E7;16.0;0.06202866261747517;0.055607077335179535;"Company 4949";58.61981518897676;56.081374579879096;Infinity;Infinity;0;0;0;0;2;3;39420.0;0
18;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_98";"Sweden";2;0.33;60.0;9.7935463E7;15.0;0.06202866261747517;0.05778300758459918;"Company 4985";56.059825969906235;54.43550272694303;Infinity;Infinity;0;0;0;0;2;3;173448.0;0
18;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_Auto4";"Sweden";2;0.25;30.0;4.3684615E7;16.5;0.06202866261747517;0.053349625302393545;"Company 4847";0.0;0.0;0.0;0.0;0;0;0;0;3;5;65700.0;0
18;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Norway_Auto9";"Norway";2;0.3;30.0;4.3684615E7;15.4;0.07803289457129652;0.06890458300415701;"Company 4853";0.0;0.0;0.0;0.0;0;0;0;0;1;5;78840.0;0
18;0.05973917837558047;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_277";"Sweden";2;0.34;33.0;5.1320757E7;14.4;0.06202866261747517;0.056022815394720156;"Company 5021";54.72296271180993;52.4748192743396;37.445679047806024;35.07092750263943;119;2021;2035;287;2;1;98287.20000000001;0
18;0.0;287.0;"Q2 2015 Base Case";"Normal";"Overgang_2012_2014_2";"Sweden";3;1.0;61.5;0.0;0.0;0.0;0.0;"Company 4943";0.0;0.0;-7.882930070461637;0.0;0;2012;2014;36;4;1;538740.0;1
18;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_275";"Sweden";2;0.33;10.0;1.4329139E7;13.8;0.06202866261747517;0.07183895063980844;"Company 4913";0.0;0.0;0.0;0.0;0;0;0;0;2;0;28908.000000000004;0
18;0.06030609300847181;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_232";"Sweden";2;0.3;10.0;1.4495246E7;14.3;0.0;0.0;"Company 4877";36.362779299847794;0.0;-5.086451754100653;0.0;0;2012;2026;180;2;1;26280.0;1
18;0.0580876126833113;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_140";"Sweden";2;0.32;96.0;1.51778717E8;13.9;0.0;0.0;"Company 4895";36.46033536077816;0.0;-4.923858319216712;0.0;15;2013;2028;195;2;1;269107.2;1
18;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Norway_Auto6";"Norway";2;0.3;30.0;4.3684615E7;15.4;0.07803289457129652;0.08119672598862057;"Company 4841";0.0;0.0;0.0;0.0;0;0;0;0;2;5;78840.0;0
18;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_13";"Sweden";2;0.29;15.0;2.2008555E7;14.2;0.06202866261747517;0.06894339571289716;"Company 4991";56.19954505637659;58.96700188074422;Infinity;Infinity;0;0;0;0;4;3;38106.0;0
18;0.04371832865346302;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_141";"Sweden";2;0.27;10.0;1.4551993E7;15.1;0.0;0.0;"Company 4967";39.71016911889058;0.0;0.4925312776373327;0.0;12;2013;2028;192;2;1;23652.0;1
18;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_9";"Sweden";2;0.3;33.0;5.0043601E7;13.7;0.06202866261747517;0.06230202259823297;"Company 4979";55.66195096289944;55.76983275726404;Infinity;Infinity;0;0;0;0;2;3;86724.0;0
18;0.0;287.0;"Q2 2015 Base Case";"Normal";"Overgang_2012_2021";"Sweden";3;1.0;86.0;0.0;0.0;0.0;0.0;"Company 5069";0.0;0.0;-26.276433568205455;0.0;0;2012;2021;120;4;1;753360.0;1
18;0.0912994491349649;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_161";"Sweden";2;0.41;18.4;2.9102903E7;13.8;0.0;0.0;"Company 4841";31.415319198903724;0.0;-13.332218589007432;0.0;41;2015;2030;221;2;1;66085.43999999999;1
18;0.0;287.0;"Q2 2015 Base Case";"Normal";"Overgang_2012_2022_1";"Sweden";3;1.0;93.5;0.0;0.0;0.0;0.0;"Company 4979";0.0;0.0;-28.904076925026004;0.0;0;2012;2022;132;2;1;819060.0;1
18;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_Auto5";"Sweden";2;0.25;30.0;4.3684615E7;16.5;0.06202866261747517;0.054772530936393476;"Company 4853";0.0;0.0;0.0;0.0;0;0;0;0;1;5;65700.0;0
18;0.0441775228934991;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_167";"Sweden";2;0.29;9.0;1.3293017E7;17.2;0.0;0.0;"Company 4841";40.45620987071152;0.0;1.7359325306722213;0.0;20;2013;2028;200;2;1;22863.6;1
18;0.0;287.0;"Q2 2015 Base Case";"Normal";"Overgang_2012_2025_3";"Sweden";3;1.0;55.0;0.0;0.0;0.0;0.0;"Company 4943";0.0;0.0;-36.787006995487644;0.0;0;2012;2025;168;4;1;481800.0;1
18;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_24";"Sweden";2;0.32;165.0;2.85769504E8;15.1;0.06202866261747517;0.06890097310076614;"Company 4919";60.02874341294439;62.970809125884784;Infinity;Infinity;0;0;0;0;4;3;462528.00000000006;0
18;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_233";"Sweden";2;0.26;432.0;3.024821714E9;15.8;0.06202866261747517;0.07361792831420845;"Company 4955";239.35531567474635;264.26370598286366;Infinity;Infinity;0;0;0;0;2;3;983923.2000000001;0
18;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_130";"Sweden";2;0.3;102.0;1.69160721E8;16.0;0.06202866261747517;0.053349625302393545;"Company 4847";61.8902490638101;58.2140507036143;Infinity;Infinity;0;0;0;0;3;3;268056.0;0
18;0.02890130808814128;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_180";"Sweden";2;0.33;100.0;1.95963451E8;15.1;0.0;0.0;"Company 4985";42.215462986024626;0.0;4.668021056194061;0.0;34;2014;2029;214;2;1;289080.0;1
18;0.0;287.0;"Q2 2015 Base Case";"Normal";"Overgang_2012_2025_1";"Sweden";3;1.0;55.0;0.0;0.0;0.0;0.0;"Company 5063";0.0;0.0;-36.787006995487644;0.0;0;2012;2025;168;3;1;481800.0;1
18;0.05054778359397382;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_225";"Sweden";2;0.32;55.0;8.8868972E7;15.5;0.0;0.0;"Company 4931";38.55649958488999;0.0;-1.4302512790303277;0.0;20;2013;2028;200;2;1;154176.0;1
18;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_Auto14";"Sweden";2;0.25;30.0;4.3684615E7;16.5;0.06202866261747517;0.06454360497149045;"Company 4841";0.0;0.0;0.0;0.0;0;0;0;0;2;5;65700.0;0
18;0.0;287.0;"Q2 2015 Base Case";"Normal";"Overgang_2012_2023";"Sweden";3;1.0;97.0;0.0;0.0;0.0;0.0;"Company 4925";0.0;0.0;-31.53172028184655;0.0;0;2012;2023;144;2;1;849720.0;1
18;0.09775300588062487;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_253";"Sweden";2;0.35;2.35;3173239.0;11.9;0.0;0.0;"Company 5003";29.51662711135168;0.0;-16.496705401594173;0.0;19;2013;2028;199;1;1;7205.1;1
18;0.06324352348854073;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_59";"Sweden";2;0.33;45.0;7.002754E7;13.8;0.06202866261747517;0.0684121800094798;"Company 5003";55.53835375003089;58.07471180357601;36.92845106483493;39.52843846753941;104;2020;2035;284;1;1;130086.00000000001;0
18;0.05981046567388982;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_8";"Sweden";2;0.33;67.0;1.05778784E8;13.8;0.0;0.0;"Company 5033";35.645687296188214;0.0;-6.281605093533282;0.0;38;2015;2030;218;4;1;193683.6;1
18;0.0646660725777784;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_238";"Sweden";2;0.34;20.0;3.0958205E7;14.4;0.0;0.0;"Company 4925";35.18848039215686;0.0;-7.043616600252206;0.0;33;2014;2029;213;2;1;59568.00000000001;1
18;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Norway_74";"Norway";2;0.31;80.0;1.26911004E8;19.0;0.07803289457129652;0.0903743692808466;"Company 4913";39.939476690266204;0.0;Infinity;0.0;0;0;0;0;2;5;217248.0;0
18;0.0;287.0;"Q2 2015 Base Case";"Normal";"Hydro_SE_2018";"Sweden";1;1.0;8.0;0.0;0.0;0.0;0.0;"Company 5075";0.0;0.0;-39.414650352308186;0.0;72;2018;2033;252;3;1;70080.0;1
18;0.030820617149082682;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_114";"Sweden";2;0.43;48.0;1.40305913E8;9.9;0.0;0.0;"Company 4997";40.940032432480265;0.0;2.5423034669534674;0.0;20;2013;2028;200;2;1;180806.4;1
18;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_261";"Sweden";2;0.38;36.0;5.7158755E7;13.3;0.06202866261747517;0.06822791639555613;"Company 4859";0.0;0.0;0.0;0.0;0;0;0;0;2;0;119836.8;0
18;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Norway_56";"Norway";2;0.31;10.0;1.4418182E7;18.4;0.07803289457129652;0.06344971176983863;"Company 4871";62.99796311177508;57.52643496857417;Infinity;Infinity;0;0;0;0;2;3;27156.0;0
18;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Norway_77";"Norway";2;0.35;21.0;3.1262295E7;16.4;0.07803289457129652;0.06642282444698043;"Company 4883";57.18493103873356;53.17945543965775;Infinity;Infinity;0;0;0;0;2;3;64386.0;0
18;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_104";"Sweden";2;0.32;39.0;6.0360422E7;13.0;0.06202866261747517;0.05482656072332002;"Company 4967";0.0;0.0;0.0;0.0;0;0;0;0;2;0;109324.8;0
18;0.10334865138613739;287.0;"Q2 2015 Base Case";"Normal";"Wind_Norway_78";"Norway";2;0.38;330.0;4.62186601E8;16.4;0.07803289457129652;0.061593899961864734;"Company 5057";54.0822315729215;48.888962107170464;34.67340424370085;29.44334840907389;106;2020;2035;286;2;1;1098504.0;0
18;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_128";"Sweden";2;0.46;640.0;2.242336924E9;9.3;0.06202866261747517;0.07360959930842756;"Company 4961";72.52740772851779;79.56699309358851;Infinity;Infinity;0;0;0;0;1;3;2578944.0000000005;0
18;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_Auto8";"Sweden";2;0.25;30.0;4.3684615E7;16.5;0.06202866261747517;0.053349625302393545;"Company 4847";0.0;0.0;0.0;0.0;0;0;0;0;3;5;65700.0;0
18;0.06188025041065782;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_55";"Sweden";2;0.3;6.0;8455034.0;14.8;0.0;0.0;"Company 5009";36.24858954845257;0.0;-5.27676800642602;0.0;14;2013;2028;194;3;1;15767.999999999998;1
18;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Norway_Auto20";"Norway";2;0.3;30.0;4.3684615E7;15.4;0.07803289457129652;0.08119672598862057;"Company 4841";0.0;0.0;0.0;0.0;0;0;0;0;2;5;78840.0;0
18;0.0;287.0;"Q2 2015 Base Case";"Normal";"Hydro_SE_2015";"Sweden";1;1.0;14.0;0.0;0.0;0.0;0.0;"Company 5063";0.0;0.0;-39.414650352308186;0.0;46;2015;2030;226;3;1;122640.0;1
