"random_seed";"IRR";"tick";"Meta: Case";"Meta: Scenario";"name";"region";"technologyID";"Loadfactor";"Capacity";"capex";"opex";"specificRRR";"myCompanyRRR";"myCompany";"LRMC";"ownrLRMC";"certpriceneeded";"certpriceneeded_ownRRR";"StartTick";"startyear";"endyear";"endtick";"myinvestmentdecisiontype";"status";"estimannualprod";"exougenousflagg"
1;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_259";"Sweden";2;0.34;18.4;2.8619842E7;14.7;0.06202866261747517;0.059986793773229366;"Company 187";0.0;0.0;0.0;0.0;0;0;0;0;1;0;54802.560000000005;0
1;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Norway_51";"Norway";2;0.33;198.0;3.25824622E8;17.0;0.07803289457129652;0.06819911167522802;"Company 181";37.40436081791482;0.0;Infinity;0.0;0;0;0;0;3;5;572378.4;0
1;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Norway_82";"Norway";2;0.3;180.0;3.05486586E8;21.4;0.07803289457129652;0.059232311567494984;"Company 121";75.64561030220618;67.13404933063802;Infinity;Infinity;0;0;0;0;3;3;473040.0;0
1;0.0;287.0;"Q2 2015 Base Case";"Normal";"Hydro_SE_2019";"Sweden";1;1.0;2.0;0.0;0.0;0.0;0.0;"Company 211";0.0;0.0;-39.414650352308186;0.0;94;2019;2034;274;1;1;17520.0;1
1;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Norway_17";"Norway";2;0.29;100.0;1.72725317E8;21.0;0.07803289457129652;0.08820192420046973;"Company 73";45.37116136820991;0.0;Infinity;0.0;0;0;0;0;1;5;254039.99999999997;0
1;0.11465306410813086;287.0;"Q2 2015 Base Case";"Normal";"Wind_Norway_115";"Norway";2;0.41;3.0;4137239.0;15.5;0.0;0.0;"Company 121";30.85894494561384;0.0;-12.053657002423172;0.0;23;2013;2028;203;3;1;10774.8;1
1;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_115";"Sweden";2;0.28;10.0;1.4323275E7;15.9;0.06202866261747517;0.05851363639671314;"Company 55";0.0;0.0;0.0;0.0;0;0;0;0;3;0;24528.000000000004;0
1;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_63";"Sweden";2;0.3;18.0;2.7653859E7;15.9;0.06202866261747517;0.0724122828599897;"Company 169";58.41129139774962;62.64557252241653;Infinity;Infinity;0;0;0;0;3;3;47303.99999999999;0
1;0.12199066195534781;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_149";"Sweden";2;0.34;10.0;1.4414931E7;13.2;0.06202866261747517;0.058846339834278207;"Company 103";50.57540335152953;49.46468158298744;31.779372986790506;30.581080198033025;118;2021;2035;286;3;1;29784.000000000004;0
1;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_72";"Sweden";2;0.36;151.8;2.44035444E8;12.7;0.06202866261747517;0.06972874772689958;"Company 1";32.48720244772623;0.0;10.259747029488048;0.0;0;0;0;0;2;0;478716.48000000004;0
