"random_seed";"IRR";"tick";"Meta: Case";"Meta: Scenario";"name";"region";"technologyID";"Loadfactor";"Capacity";"capex";"opex";"specificRRR";"myCompanyRRR";"myCompany";"LRMC";"ownrLRMC";"certpriceneeded";"certpriceneeded_ownRRR";"StartTick";"startyear";"endyear";"endtick";"myinvestmentdecisiontype";"status";"estimannualprod";"exougenousflagg"
2;0.0;287.0;"Q2 2015 Base Case";"Normal";"Hydro_NO_2015";"Norway";1;1.0;66.0;0.0;0.0;0.0;0.0;"Company 3617";0.0;0.0;-38.09113914706774;0.0;43;2015;2030;223;2;1;578160.0;1
2;0.006460164693642777;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_141";"Sweden";2;0.27;10.0;1.4551993E7;15.1;0.0;0.0;"Company 3749";39.71016911889058;0.0;0.4925312776373327;0.0;23;2013;2028;203;3;1;23652.0;1
2;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_164_2";"Sweden";2;0.31;650.0;2.442950334E9;17.4;0.06202866261747517;0.047488717009232795;"Company 3701";118.04261231794666;104.70984694528127;Infinity;Infinity;0;0;0;0;2;3;1765140.0;0
2;-0.01089578122207915;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_102";"Sweden";2;0.34;57.0;8.9995225E7;13.4;0.06202866261747517;0.05060804596363603;"Company 3713";54.17343214537939;49.901060378128186;38.50107545200329;33.80722154843854;122;2022;2035;278;1;1;169768.80000000002;0
2;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_63";"Sweden";2;0.3;18.0;2.7653859E7;15.9;0.06202866261747517;0.0493945137980865;"Company 3539";58.41129139774962;53.49674974438757;Infinity;Infinity;0;0;0;0;2;3;47303.99999999999;0
2;0.012516962098497633;287.0;"Q2 2015 Base Case";"Normal";"Wind_Norway_4";"Norway";2;0.3;1.6;2100723.0;18.9;0.0;0.0;"Company 3539";38.884046803652964;0.0;1.3215127609753685;0.0;0;2012;2026;180;2;1;4204.8;1
2;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_19";"Sweden";2;0.29;50.0;7.9218548E7;14.4;0.06202866261747517;0.04818784519025656;"Company 3521";59.752495554933965;54.02423581522749;Infinity;Infinity;0;0;0;0;2;3;127019.99999999999;0
2;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_139";"Sweden";2;0.28;195.0;3.4382376E8;18.8;0.06202866261747517;0.04909137785759301;"Company 3551";71.07397868038477;64.8900039223766;Infinity;Infinity;0;0;0;0;3;3;478296.00000000006;0
2;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_41";"Sweden";2;0.29;30.0;4.7689295E7;16.9;0.06202866261747517;0.04909137785759301;"Company 3551";0.0;0.0;0.0;0.0;0;0;0;0;3;0;76212.0;0
2;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Norway_57";"Norway";2;0.29;10.0;3.5501432E7;26.1;0.07803289457129652;0.07133156952491261;"Company 3725";143.48540100052247;136.77262066226754;Infinity;Infinity;0;0;0;0;2;3;25404.0;0
