"random_seed";"IRR";"tick";"Meta: Case";"Meta: Scenario";"name";"region";"technologyID";"Loadfactor";"Capacity";"capex";"opex";"specificRRR";"myCompanyRRR";"myCompany";"LRMC";"ownrLRMC";"certpriceneeded";"certpriceneeded_ownRRR";"StartTick";"startyear";"endyear";"endtick";"myinvestmentdecisiontype";"status";"estimannualprod";"exougenousflagg"
14;0.023593302083665654;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_109";"Sweden";2;0.29;6.0;8481323.0;15.6;0.0;0.0;"Company 1923";37.8571852201753;0.0;-2.5957752202214732;0.0;0;2012;2026;180;3;1;15242.399999999998;1
14;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Norway_91";"Norway";2;0.34;90.0;1.4284199E8;17.3;0.07803289457129652;0.06277851328877257;"Company 1959";62.06109270434334;56.32399703911102;Infinity;Infinity;0;0;0;0;1;3;268056.0;0
14;0.025349611871101824;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_120";"Sweden";2;0.29;6.0;8267005.0;15.9;0.0;0.0;"Company 1941";37.59475935548208;0.0;-3.033151661376837;0.0;0;2012;2026;180;1;1;15242.399999999998;1
14;0.0;287.0;"Q2 2015 Base Case";"Normal";"Overgang_2012_2012_4";"Sweden";3;1.0;139.0;0.0;0.0;0.0;0.0;"Company 1791";0.0;0.0;-2.627643356820546;0.0;0;2012;2012;12;3;1;1217640.0;1
14;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_250";"Sweden";2;0.33;97.0;1.60247195E8;14.8;0.06202866261747517;0.05541641575032371;"Company 1917";56.35727630761846;53.80966729884899;Infinity;Infinity;0;0;0;0;2;3;280407.6;0
14;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_198";"Sweden";2;0.29;20.0;2.9815014E7;14.5;0.06202866261747517;0.06998496224819026;"Company 1803";57.17262289083151;60.414449970980954;Infinity;Infinity;0;0;0;0;3;3;50808.0;0
14;0.07434969581328754;287.0;"Q2 2015 Base Case";"Normal";"Wind_Norway_109";"Norway";2;0.39;10.0;1.1008119E7;14.3;0.07803289457129652;0.06277851328877257;"Company 1959";43.390194941098656;39.66166149354174;21.36372509425037;17.388624378900545;76;2018;2033;256;1;1;34164.0;0
14;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Norway_19";"Norway";2;0.3;60.0;9.3962507E7;19.1;0.07803289457129652;0.06277851328877257;"Company 1959";40.45995410791075;0.0;Infinity;0.0;0;0;0;0;1;5;157680.0;0
14;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_Auto16";"Sweden";2;0.25;30.0;4.3684615E7;16.5;0.06202866261747517;0.0630420227547222;"Company 1767";0.0;0.0;0.0;0.0;0;0;0;0;2;5;65700.0;0
14;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_222";"Sweden";2;0.36;122.0;2.05315235E8;14.1;0.06202866261747517;0.054770388210332775;"Company 1893";52.906203678640246;50.298422555959625;Infinity;Infinity;0;0;0;0;2;3;384739.2;0
14;0.012235247067338329;287.0;"Q2 2015 Base Case";"Normal";"Wind_Norway_88";"Norway";2;0.36;2.4;3217752.0;16.0;0.07803289457129652;0.06890188742585926;"Company 1893";54.07637769946039;51.12220871939418;34.66606828740825;31.708425079225503;99;2020;2035;279;2;1;7568.64;0
14;0.04180690098104593;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_226";"Sweden";2;0.31;2.0;2625337.0;14.3;0.0;0.0;"Company 1941";33.63522610104581;0.0;-9.63237375210396;0.0;22;2013;2028;202;1;1;5431.2;1
14;-0.018704818980404776;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_277";"Sweden";2;0.34;33.0;5.1320757E7;14.4;0.06202866261747517;0.07346572886426059;"Company 1809";54.40102417751884;58.798136036449996;40.968915813440255;45.61766716330826;139;2023;2035;283;2;1;98287.20000000001;0
14;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_5";"Sweden";2;0.29;15.0;2.2685645E7;16.7;0.06202866261747517;0.07257165532299592;"Company 1863";59.991654963738625;64.37115479663309;Infinity;Infinity;0;0;0;0;1;3;38106.0;0
14;0.0;287.0;"Q2 2015 Base Case";"Normal";"Overgang_2012_2014_2";"Sweden";3;1.0;61.5;0.0;0.0;0.0;0.0;"Company 1857";0.0;0.0;-7.882930070461637;0.0;0;2012;2014;36;2;1;538740.0;1
14;0.03294814748060482;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_122";"Sweden";2;0.28;0.85;1069857.0;14.7;0.0;0.0;"Company 1965";35.226015885806376;0.0;-6.9810574441696795;0.0;21;2013;2028;201;2;1;2084.88;1
14;0.036413786667454484;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_171";"Sweden";2;0.38;85.0;1.39499113E8;13.6;0.0;0.0;"Company 1851";33.320812728840636;0.0;-10.15639603911258;0.0;26;2014;2029;206;2;1;282948.0;1
14;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_Auto20";"Sweden";2;0.25;30.0;4.3684615E7;16.5;0.06202866261747517;0.04849094593878392;"Company 1761";0.0;0.0;0.0;0.0;0;0;0;0;2;5;65700.0;0
14;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_248";"Sweden";2;0.29;20.0;3.1771358E7;17.2;0.06202866261747517;0.049808103230494345;"Company 1929";39.60269747700819;0.0;Infinity;0.0;0;0;0;0;2;5;50808.0;0
14;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_132";"Sweden";2;0.33;7.1;1.0078496E7;13.6;0.06202866261747517;0.054770388210332775;"Company 1893";0.0;0.0;0.0;0.0;0;0;0;0;2;0;20524.68;0
14;-0.0046188352658033125;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_172";"Sweden";2;0.3;80.0;1.4281974E8;16.4;0.0;0.0;"Company 1851";43.572705479452054;0.0;6.93009187857311;0.0;15;2013;2028;195;2;1;210240.0;1
14;0.024404569054127526;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_228";"Sweden";2;0.3;14.0;2.0103758E7;15.0;0.0;0.0;"Company 1935";36.85666231789519;0.0;-4.263313390688321;0.0;12;2013;2028;192;3;1;36792.0;1
