"random_seed";"IRR";"tick";"Meta: Case";"Meta: Scenario";"name";"region";"technologyID";"Loadfactor";"Capacity";"capex";"opex";"specificRRR";"myCompanyRRR";"myCompany";"LRMC";"ownrLRMC";"certpriceneeded";"certpriceneeded_ownRRR";"StartTick";"startyear";"endyear";"endtick";"myinvestmentdecisiontype";"status";"estimannualprod";"exougenousflagg"
1;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Norway_20";"Norway";2;0.35;89.0;1.92044621E8;17.7;0.07803289457129652;0.07346977943152254;"Company 2231";42.926809128058125;0.0;Infinity;0.0;0;0;0;0;2;5;272874.0;0
1;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_63";"Sweden";2;0.3;18.0;2.7653859E7;15.9;0.06202866261747517;0.0724122828599897;"Company 2369";38.230842020331686;0.0;30.28728033981781;0.0;0;0;0;0;3;0;47303.99999999999;0
1;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_193";"Sweden";2;0.23;25.0;3.9116903E7;20.5;0.06202866261747517;0.0706539234404113;"Company 2261";76.97274941050006;81.62962583985957;Infinity;Infinity;0;0;0;0;3;3;50370.0;0
1;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_125";"Sweden";2;0.29;14.0;2.0403518E7;15.4;0.06202866261747517;0.0735622695649329;"Company 2351";0.0;0.0;0.0;0.0;0;0;0;0;2;0;35565.6;0
1;0.0;287.0;"Q2 2015 Base Case";"Normal";"Hydro_NO_2015";"Norway";1;1.0;66.0;0.0;0.0;0.0;0.0;"Company 2411";0.0;0.0;-38.09113914706774;0.0;37;2015;2030;217;1;1;578160.0;1
1;0.1571135643405294;287.0;"Q2 2015 Base Case";"Normal";"Wind_Norway_94";"Norway";2;0.41;6.4;7308191.0;14.2;0.07803289457129652;0.08820192420046973;"Company 2273";43.01939389692532;45.59038190561794;20.949653198777266;23.59815434003364;63;2017;2032;243;1;1;22986.24;0
1;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Norway_77";"Norway";2;0.35;21.0;3.1262295E7;16.4;0.07803289457129652;0.06756407194611513;"Company 2339";57.18493103873356;53.56570646257384;Infinity;Infinity;0;0;0;0;2;3;64386.0;0
1;0.0;287.0;"Q2 2015 Base Case";"Normal";"Overgang_2012_2019";"Sweden";3;1.0;30.0;0.0;0.0;0.0;0.0;"Company 2219";0.0;0.0;-21.021146854564368;0.0;0;2012;2019;96;2;1;262800.0;1
1;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_216";"Sweden";2;0.29;15.0;2.2152922E7;14.8;0.06202866261747517;0.06572391609648066;"Company 2225";57.075044666467036;58.554358521194715;Infinity;Infinity;0;0;0;0;2;3;38106.0;0
1;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Norway_Auto18";"Norway";2;0.3;30.0;4.3684615E7;15.4;0.07803289457129652;0.08771970554188233;"Company 2201";0.0;0.0;0.0;0.0;0;0;0;0;2;5;78840.0;0
1;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Norway_43";"Norway";2;0.39;90.75;1.43480405E8;16.2;0.07803289457129652;0.08771970554188233;"Company 2201";55.072956079674285;58.3739384551412;Infinity;Infinity;0;0;0;0;2;3;310038.3;0
1;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_Auto3";"Sweden";2;0.25;30.0;4.3684615E7;16.5;0.06202866261747517;0.06972874772689958;"Company 2201";0.0;0.0;0.0;0.0;0;0;0;0;2;5;65700.0;0
1;0.0;287.0;"Q2 2015 Base Case";"Normal";"Wind_Norway_38";"Norway";2;0.32;200.0;3.27150106E8;19.5;0.07803289457129652;0.07402948956860533;"Company 2303";40.41632186037219;0.0;Infinity;0.0;0;0;0;0;3;5;560640.0;0
1;0.06773217963470543;287.0;"Q2 2015 Base Case";"Normal";"Wind_Sweden_122";"Sweden";2;0.28;0.85;1069857.0;14.7;0.0;0.0;"Company 2435";35.226015885806376;0.0;-6.9810574441696795;0.0;14;2013;2028;194;2;1;2084.88;1
