"tick";"Total";"ObligatedPurchaser";"Producers";"Trader"
0.0;6374013.617708326;-2052950.882291674;8426964.5;0.0
1.0;8124317.04662582;-2203202.6533741793;1.03275197E7;0.0
2.0;151557.17820854625;-4049995.9617914534;4201553.14;0.0
3.0;3537010.7175138695;-1731181.9224861304;5268192.64;0.0
4.0;3712288.531191676;-1762130.3588083263;5474418.890000002;0.0
5.0;3496127.0331212915;-1676196.8418787094;5172323.875000001;0.0
6.0;1883906.8444695272;-2249074.697030473;4132981.5415000003;0.0
7.0;1610567.2079011817;-2446218.3370988187;4056785.5450000004;0.0
8.0;1779238.1222149483;-2608844.4831850524;4388082.605400001;0.0
9.0;376727.0871472233;-3523373.870212776;3900100.9573599994;0.0
10.0;1079624.9828588497;-4304985.435556349;5384610.418415199;0.0
11.0;1231018.319757537;-5411593.654091143;6642611.97384868;0.0
12.0;3998503.069226927;-5134192.818291803;9132695.88751873;0.0
13.0;-1180900.9173235204;-5362771.815016616;4181870.8976930957;0.0
14.0;1631815.8122549527;-2943816.2893138337;4575632.101568786;0.0
15.0;746033.1764608831;-3291521.7108885245;4037554.8873494077;0.0
16.0;3069931.496164041;-1659081.3982031574;4729012.894367198;0.0
17.0;3563068.739575413;-1098580.4645633036;4661649.204138717;0.0
18.0;3017563.7163517335;-1459175.8501724948;4476739.566524228;0.0
19.0;3604294.479205775;-1521584.784303446;5125879.263509221;0.0
20.0;3367188.6223404445;-2074123.1033531392;5441311.7256935835;0.0
21.0;3151452.5310351197;-2141564.1730318544;5293016.704066974;0.0
22.0;5106743.494801551;-1930859.8415246792;7037603.33632623;0.0
23.0;6229693.112512802;-2195972.831148279;8425665.94366108;0.0
24.0;8232447.079044025;-2595527.4282411654;1.082797450728519E7;0.0
25.0;5737088.310049528;-3570666.7714056745;9307755.081455203;0.0
26.0;2328128.6612655697;-4601947.065364609;6930075.726630178;0.0
27.0;5570648.66375456;-2451332.488850619;8021981.152605179;0.0
28.0;7171646.375243941;-1821587.1593336426;8993233.534577584;0.0
29.0;5327544.904045534;-1579803.342200142;6907348.246245677;0.0
30.0;5020547.563830622;-1520353.2560500302;6540900.819880651;0.0
31.0;4807588.405039671;-1857138.8136601765;6664727.218699847;0.0
32.0;4672800.542467935;-2250504.70874838;6923305.251216316;0.0
33.0;5867621.54182394;-2311988.8068024865;8179610.348626427;0.0
34.0;6691652.20783221;-2362055.061066017;9053707.268898226;0.0
35.0;8370689.539058352;-2575643.2826175713;1.0946332821675923E7;0.0
36.0;1.1309759303975385E7;-2224062.2960246187;1.3533821600000003E7;0.0
37.0;1.1522648611188538E7;-2651345.9823046317;1.417399459349317E7;0.0
38.0;1.132093891773213E7;-2652519.252836967;1.3973458170569098E7;0.0
39.0;1.1626526494243458E7;-2056409.6405347744;1.3682936134778233E7;0.0
40.0;1.1931148080460541E7;-1854834.947856461;1.3785983028317003E7;0.0
41.0;1.2205054090637764E7;-1939406.1444946327;1.4144460235132396E7;0.0
42.0;1.248357369307161E7;-1731339.110544904;1.4214912803616513E7;0.0
43.0;1.2822558772892326E7;-1580891.1131322503;1.4403449886024576E7;0.0
44.0;1.3137781665194202E7;-1752595.3956235545;1.4890377060817756E7;0.0
45.0;1.348621064774316E7;-1857012.6388923202;1.534322328663548E7;0.0
46.0;1.4167145663749546E7;-2262476.300839627;1.6429621964589173E7;0.0
47.0;1.5157033800000004E7;-2874071.9177929196;1.8031105717792924E7;0.0
48.0;1.5222229468449395E7;-3923865.1593256523;1.9146094627775047E7;0.0
49.0;1.4881557858544879E7;-3793034.6958086193;1.8674592554353498E7;0.0
50.0;1.4151699156492833E7;-3313153.7706823023;1.7464852927175134E7;0.0
51.0;1.4130779523583297E7;-3263552.1719100475;1.7394331695493344E7;0.0
52.0;1.4228625178405434E7;-2659418.556527983;1.6888043734933417E7;0.0
53.0;1.4246929494483316E7;-2426935.33844116;1.6673864832924476E7;0.0
54.0;1.4282760795192737E7;-2163245.7184341373;1.6446006513626873E7;0.0
55.0;1.4285470877785368E7;-2248951.3258380922;1.653442220362346E7;0.0
56.0;1.4190927673877522E7;-2614672.6279455842;1.6805600301823106E7;0.0
57.0;1.3985742317358091E7;-3218580.027958148;1.720432234531624E7;0.0
58.0;1.414451307435656E7;-3705197.395086106;1.7849710469442666E7;0.0
59.0;1.4530280099999996E7;-3989576.9475222067;1.8519857047522202E7;0.0
60.0;1.4479268929849349E7;-5055537.553841864;1.953480648369121E7;0.0
61.0;1.4043742435599592E7;-5725822.632726588;1.976956506832618E7;0.0
62.0;1.32621598407504E7;-5880098.604140258;1.914225844489066E7;0.0
63.0;1.3480369870893832E7;-5958742.248713388;1.943911211960722E7;0.0
64.0;1.3852163381850187E7;-4578235.611288636;1.8430398993138824E7;0.0
65.0;1.4202740951099303E7;-3711677.457200107;1.791441840829941E7;0.0
66.0;1.4488184742296467E7;-3156485.1980169923;1.764466994031346E7;0.0
67.0;1.4651599976589523E7;-3163952.7003147374;1.781555267690426E7;0.0
68.0;1.4618590170499021E7;-3373059.250130059;1.799164942062908E7;0.0
69.0;1.44318380962982E7;-3877045.8758268054;1.8308883972125005E7;0.0
70.0;1.4489007670122463E7;-4868485.852487843;1.9357493522610307E7;0.0
71.0;1.4746525100000001E7;-5981584.072738771;2.0728109172738772E7;0.0
72.0;1.4537481349311206E7;-6624977.706757195;2.11624590560684E7;0.0
73.0;1.3995101520343479E7;-6807132.722350616;2.0802234242694095E7;0.0
74.0;1.3092960111097064E7;-6927266.80859884;2.0020226919695903E7;0.0
75.0;1.3223063488506502E7;-6585332.670963032;1.9808396159469534E7;0.0
76.0;1.362009992092721E7;-5988416.568977432;1.9608516489904642E7;0.0
77.0;1.3978273703986358E7;-5532405.306795084;1.951067901078144E7;0.0
78.0;1.427744812875488E7;-5491965.261787989;1.976941339054287E7;0.0
79.0;1.4418050442088807E7;-5118419.526764611;1.9536469968853418E7;0.0
80.0;1.432259878862954E7;-4838345.62280966;1.91609444114392E7;0.0
81.0;1.4038098218596894E7;-4978649.739498363;1.9016747958095256E7;0.0
82.0;1.3971873323132042E7;-5203270.479684322;1.9175143802816365E7;0.0
83.0;1.4081217100000003E7;-5847443.049345689;1.9928660149345692E7;0.0
84.0;1.3719850558628839E7;-6863474.372498404;2.0583324931127243E7;0.0
85.0;1.2948724108376902E7;-7231749.253428046;2.0180473361804947E7;0.0
86.0;1.1842717263933111E7;-7826327.563238416;1.9669044827171527E7;0.0
87.0;1.198637453823833E7;-7242287.566796636;1.9228662105034966E7;0.0
