"tick";"Total";"ObligatedPurchaser";"Producers";"Trader"
0.0;5274013.617708326;-2052950.882291674;7326964.5;0.0
1.0;6233047.236587405;-2318734.0434125946;8551781.28;0.0
2.0;-885790.6918298695;-4165527.3518298687;3279736.659999999;0.0
3.0;2779531.208977645;-1904696.2510223542;4684227.459999999;0.0
4.0;3794963.681255787;-1627328.6087442138;5422292.290000001;0.0
5.0;2809670.096869098;-1689932.3521309018;4499602.449;0.0
6.0;1646108.347136395;-2233651.584963605;3879759.9321;0.0
7.0;1133774.2963991156;-2516637.393190885;3650411.6895900005;0.0
8.0;1448897.4784067404;-2991126.6113492604;4440024.089756001;0.0
9.0;630379.5267543225;-3727714.8841760773;4358094.4109304;0.0
10.0;260735.0643607825;-4693031.733079217;4953766.79744;0.0
11.0;275051.94464078546;-5908561.297227214;6183613.241868;0.0
12.0;3927006.126347148;-4523326.127998651;8450332.254345799;0.0
13.0;1455644.3017212693;-5564811.766296231;7020456.0680175;0.0
14.0;4411174.5616093455;-3774068.5551269054;8185243.116736251;0.0
15.0;3618259.999217136;-3443739.846782989;7061999.846000125;0.0
16.0;5523921.296753449;-1462546.1906529265;6986467.487406376;0.0
17.0;5920814.332886053;-1178276.3478103236;7099090.680696377;0.0
18.0;5094493.44210392;-1517470.287259968;6611963.729363888;0.0
19.0;5367175.311990987;-1474365.7524251894;6841541.064416176;0.0
20.0;4165435.333799196;-1860113.8615656816;6025549.195364878;0.0
21.0;4059418.9843044435;-2358585.44120298;6418004.4255074235;0.0
22.0;5320942.954973781;-2427867.3014185037;7748810.256392284;0.0
23.0;7438524.815803398;-2585769.1198499287;1.0024293935653327E7;0.0
24.0;8998780.277945148;-2361264.466073143;1.136004474401829E7;0.0
25.0;7671941.076966438;-3245524.126494063;1.0917465203460502E7;0.0
26.0;9112906.213211466;-2781056.601365144;1.1893962814576609E7;0.0
27.0;1.0578936392968975E7;-1871873.7805115292;1.2450810173480505E7;0.0
28.0;1.0916655479385886E7;-1846957.0941272664;1.2763612573513152E7;0.0
29.0;8579902.981355842;-1655846.6974332945;1.0235749678789137E7;0.0
30.0;8541357.624283206;-1698984.7010685124;1.0240342325351719E7;0.0
31.0;6180108.266846916;-2080988.4641847191;8261096.731031635;0.0
32.0;5979100.926500024;-2352601.846514553;8331702.773014577;0.0
33.0;6731652.752553696;-2202798.382296113;8934451.13484981;0.0
34.0;7135559.8680843795;-2454828.2709652176;9590388.139049597;0.0
35.0;9922808.215927677;-2193396.859639742;1.2116205075567419E7;0.0
36.0;1.3129759303975377E7;855937.7039753812;1.2273821599999996E7;0.0
37.0;1.3342648611188538E7;-1266734.9888114622;1.46093836E7;0.0
38.0;1.3140938917732125E7;-2135864.6869797274;1.5276803604711853E7;0.0
39.0;1.3446526494243462E7;-2177061.6757985856;1.5623588170042047E7;0.0
40.0;1.3751148080460537E7;-1618646.8186232576;1.5369794899083795E7;0.0
41.0;1.4025054090637758E7;-1675296.4343425652;1.5700350524980323E7;0.0
42.0;1.4303573693071608E7;-1451920.2460376476;1.5755493939109255E7;0.0
43.0;1.4642558772892326E7;-1563079.6454505548;1.620563841834288E7;0.0
44.0;1.4957781665194191E7;-1751271.497165967;1.6709053162360158E7;0.0
45.0;1.5306210647743156E7;-1930350.534120047;1.7236561181863204E7;0.0
46.0;1.5987145663749542E7;-2067406.5327275852;1.8054552196477126E7;0.0
47.0;1.69770338E7;-2356344.030414101;1.93333778304141E7;0.0
48.0;1.6919268268449392E7;-3487848.979401719;2.040711724785111E7;0.0
49.0;1.646921345854488E7;-3967233.2814764204;2.04364467400213E7;0.0
50.0;1.5647856556492835E7;-4562148.645911199;2.0210005202404033E7;0.0
51.0;1.5574128723583288E7;-4950205.604029596;2.0524334327612884E7;0.0
52.0;1.5607785478405435E7;-4011889.364266026;1.961967484267146E7;0.0
53.0;1.5570843394483313E7;-3070360.1259399955;1.8641203520423308E7;0.0
54.0;1.5539536595192734E7;-2692914.264211363;1.82324508594041E7;0.0
55.0;1.5459669077785369E7;-3360327.378090195;1.8819996455875564E7;0.0
56.0;1.528667277387753E7;-3510476.739098752;1.879714951297628E7;0.0
57.0;1.498726631735809E7;-4012254.2101783175;1.8999520527536407E7;0.0
58.0;1.4978961974356558E7;-3939247.7889477266;1.8918209763304286E7;0.0
59.0;1.530427770000001E7;-4776743.059855059;2.008102075985507E7;0.0
60.0;1.5162534829849342E7;-5584576.440130064;2.0747111269979406E7;0.0
61.0;1.4621019635599595E7;-6027695.968907431;2.0648715604507025E7;0.0
62.0;1.3708044340750404E7;-5418410.223279332;1.9126454564029735E7;0.0
63.0;1.381165167089384E7;-5368458.247914088;1.9180109918807928E7;0.0
64.0;1.405241748185019E7;-5099282.825543148;1.915170030739334E7;0.0
65.0;1.4234226351099305E7;-4555262.209819525;1.878948856091883E7;0.0
66.0;1.4350901442296468E7;-3744576.451692707;1.8095477893989176E7;0.0
67.0;1.4337839176589513E7;-3723387.0316879284;1.806122620827744E7;0.0
68.0;1.4139885870499022E7;-3604862.858797803;1.7744748729296826E7;0.0
69.0;1.378819029629821E7;-3946944.83182384;1.773513512812205E7;0.0
70.0;1.3670429970122475E7;-4677449.31842214;1.8347879288544614E7;0.0
71.0;1.3753017500000006E7;-5503028.686956124;1.925604618695613E7;0.0
72.0;1.33894254493112E7;-6298179.109829605;1.9687604559140805E7;0.0
73.0;1.263059332034348E7;-7013542.15241832;1.96441354727618E7;0.0
74.0;1.1508846011097072E7;-7190711.123033343;1.8699557134130415E7;0.0
75.0;1.1565197488506507E7;-7394662.165386688;1.8959859653893195E7;0.0
76.0;1.1798327020927198E7;-6703737.9276009025;1.85020649485281E7;0.0
77.0;1.1988213903986357E7;-5920729.865801372;1.790894376978773E7;0.0
78.0;1.211548062875488E7;-5020441.036380106;1.7135921665134985E7;0.0
79.0;1.2076875242088813E7;-4503996.226978517;1.658087146906733E7;0.0
80.0;1.1807530288629547E7;-4391327.436442487;1.6198857725072034E7;0.0
81.0;1.1344756418596897E7;-4947898.692703596;1.6292655111300493E7;0.0
82.0;1.115583312313205E7;-5928986.599421517;1.7084819722553566E7;0.0
83.0;1.115487390000001E7;-7036678.977088674;1.8191552877088685E7;0.0
84.0;1.0689628358628852E7;-7943842.524239415;1.8633470882868268E7;0.0
85.0;9814622.908376914;-8049055.319087884;1.78636782274648E7;0.0
86.0;8589757.463933129;-8581737.88491613;1.717149534884926E7;0.0
87.0;8531336.13823834;-8526661.45588167;1.705799759412001E7;0.0
88.0;8772432.927163694;-8278631.453535076;1.705106438069877E7;0.0
89.0;8983238.619778654;-7754063.656554347;1.6737302276333E7;0.0
90.0;9111574.30516683;-7224567.116685417;1.6336141421852246E7;0.0
91.0;9042488.502891283;-6654151.863948378;1.5696640366839662E7;0.0
92.0;8692442.77020923;-6108158.053628721;1.480060082383795E7;0.0
93.0;8117516.468572312;-7013516.385035503;1.5131032853607815E7;0.0
94.0;7729255.64984144;-5782242.671322378;1.3511498321163818E7;0.0
95.0;7488179.100000019;-6371509.217349858;1.3859688317349877E7;0.0
96.0;6953733.987147687;-7586685.420992121;1.4540419408139808E7;0.0
97.0;5998247.534688156;-8646833.779651195;1.464508131433935E7;0.0
98.0;4747478.4819254;-8775888.804593494;1.3523367286518894E7;0.0
99.0;4741883.608373197;-8745772.910912925;1.3487656519286122E7;0.0
100.0;4955973.989937462;-6935196.425723862;1.1891170415661324E7;0.0
101.0;5152676.862013201;-6598440.30225861;1.1751117164271811E7;0.0
102.0;5273468.488662432;-6048286.7404127335;1.1321755229075165E7;0.0
103.0;5186371.103412105;-6261581.28039865;1.1447952383810755E7;0.0
104.0;4805475.031336921;-6464717.135622752;1.1270192166959673E7;0.0
105.0;4179551.775666016;-6174060.118307433;1.035361189397345E7;0.0
106.0;3720693.6936195483;-7280827.0286645;1.1001520722284049E7;0.0
107.0;3396985.9000000143;-7405664.071961521;1.0802649971961536E7;0.0
108.0;3048928.390777643;-7841745.845053029;1.0890674235830672E7;0.0
109.0;2301950.0159387793;-9047514.44651938;1.134946446245816E7;0.0
110.0;1217674.0655745491;-9615948.307533571;1.083362237310812E7;0.0
111.0;1361769.163505165;-9592384.091339994;1.095415325484516E7;0.0
112.0;1712102.877952423;-9020150.45446535;1.0732253332417773E7;0.0
113.0;2040976.8096130937;-8668126.385497028;1.0709103195110122E7;0.0
114.0;2284543.3432210404;-6021508.356974004;8306051.700195044;0.0
115.0;2320803.208792271;-6133246.6669942755;8454049.875786547;0.0
116.0;2067243.7841040352;-6775276.893470743;8842520.677574778;0.0
117.0;1583105.88859493;-7962433.195705387;9545539.084300317;0.0
118.0;1266422.5937677901;-8894434.162935419;1.016085675670321E7;0.0
119.0;1078197.5000000168;-9763411.781630147;1.0841609281630164E7;0.0
120.0;868796.2469436526;-1.1289022983256055E7;1.2157819230199708E7;0.0
121.0;182974.92136702128;-1.2493370485166864E7;1.2676345406533886E7;0.0
122.0;-817677.7713986449;-1.3043365443721114E7;1.2225687672322469E7;0.0
123.0;-597022.4643926639;-1.1170965078159636E7;1.0573942613766972E7;0.0
124.0;-173923.4258224815;-1.0732329958809322E7;1.055840653298684E7;0.0
125.0;261693.81648667715;-1.0068597397654196E7;1.0330291214140873E7;0.0
126.0;602854.7752912715;-8400878.723018419;9003733.49830969;0.0
127.0;727978.1903466396;-7580902.027209576;8308880.217556216;0.0
128.0;564998.4960088544;-6748175.519411206;7313174.015420061;0.0
129.0;176210.91960466653;-6406860.637403261;6583071.557007927;0.0
130.0;-58078.82450893242;-7531925.739737246;7473846.915228314;0.0
131.0;-173537.29999998957;-8466702.95043764;8293165.650437651;0.0
132.0;57106.97638788726;-8094907.844184368;8152014.820572255;0.0
133.0;-200499.12044987362;-8403716.198844846;8203217.078394973;0.0
134.0;-669181.8460168121;-7050204.263760585;6381022.417743773;0.0
135.0;103266.9798329128;-7373377.051836115;7476644.031669028;0.0
136.0;1124819.855295673;-6403414.055613304;7528233.910908977;0.0
137.0;2257875.775273429;-5019160.351678183;7277036.1269516125;0.0
138.0;3648530.2117858687;-3953621.7472616956;7602151.959047564;0.0
139.0;4818762.79564139;-3448049.562457719;8266812.358099109;0.0
140.0;5850392.384248937;-3211301.511821635;9061693.896070572;0.0
141.0;6727217.402457882;-3718363.7058743057;1.0445581108332187E7;0.0
142.0;7732403.003908302;-4237130.3545391215;1.1969533358447423E7;0.0
