"Cert price";"Expected price";"Floor";"Roof";"Powerprice_N";"tick"
16.7;16.7;0.0;500.0;29.84;0.0
17.535;16.7;0.0;500.0;29.84;1.0
19.288500000000003;17.535;0.0;500.0;29.84;2.0
20.252925000000005;19.288500000000003;0.0;500.0;29.84;3.0
20.95790892148971;19.909520284754016;0.0;500.0;29.84;4.0
21.954984943283534;20.72888099947881;0.0;500.0;29.84;5.0
23.202639299792185;21.676743482496185;0.0;500.0;29.84;6.0
23.768694686682277;22.84650674835398;0.0;500.0;29.84;7.0
23.890563151930152;23.551996160475944;0.0;500.0;29.84;8.0
23.864545054145314;23.82329289840047;0.0;500.0;29.84;9.0
25.051778895771925;23.862083592789883;0.0;500.0;29.84;10.0
26.55363336604113;24.78045869460917;0.0;500.0;29.84;11.0
27.981149720798058;26.125841790277523;0.0;500.0;37.83;12.0
28.95821794046006;27.548652703631205;0.0;500.0;37.83;13.0
30.294030919702003;28.6344991913899;0.0;500.0;37.83;14.0
31.609853450051325;29.919004224582107;0.0;500.0;37.83;15.0
32.75547228269615;31.214560286606005;0.0;500.0;37.83;16.0
34.348626309510394;32.40072011588803;0.0;500.0;37.83;17.0
33.28328723568433;33.90271565352703;0.0;500.0;37.83;18.0
35.285000743167934;33.41794434563728;0.0;500.0;37.83;19.0
36.87446393511957;34.89834651069849;0.0;500.0;37.83;20.0
38.15552429929602;36.37006481505821;0.0;500.0;37.83;21.0
37.70346075542769;37.75064720822398;0.0;500.0;37.83;22.0
37.63611505366297;37.71866541537045;0.0;500.0;37.83;23.0
37.72825724942248;37.682941335836546;0.0;500.0;32.0;24.0
39.60705509684647;37.71172776276192;0.0;500.0;32.0;25.0
39.67542861698296;39.168450438251426;0.0;500.0;32.0;26.0
43.084005521640634;39.52947623037234;0.0;500.0;32.0;27.0
42.82831599900123;42.29512210229306;0.0;500.0;32.0;28.0
43.87954495935582;42.65088254855206;0.0;500.0;32.0;29.0
43.856306166717566;43.65543169025972;0.0;500.0;32.0;30.0
43.539104433441786;43.788789590641684;0.0;500.0;32.0;31.0
43.73283468557662;43.61368752895347;0.0;500.0;32.0;32.0
41.53544528892552;43.710252825011096;0.0;500.0;32.0;33.0
42.92719408532134;42.02752768565553;0.0;500.0;32.0;34.0
42.66952701050752;42.759327000266836;0.0;500.0;32.0;35.0
42.585171475092906;42.63233866935936;0.0;500.0;30.5;36.0
42.640885767303985;42.622436888371816;0.0;500.0;30.5;37.0
42.641181248996816;42.633915516484734;0.0;500.0;30.5;38.0
42.63749864861988;42.637251610304986;0.0;500.0;30.5;39.0
42.63986551850927;42.638325351742495;0.0;500.0;30.5;40.0
40.507158438524236;42.639576267255805;0.0;500.0;30.5;41.0
39.09649552149714;40.99762440360036;0.0;500.0;30.5;42.0
35.8461533052817;39.56884098753152;0.0;500.0;30.5;43.0
33.52253662711515;36.69167139682088;0.0;500.0;30.5;44.0
29.70065594558877;34.28237283472359;0.0;500.0;30.5;45.0
27.471055575359184;30.740935215827264;0.0;500.0;30.5;46.0
25.80315517404869;28.24887771068808;0.0;500.0;30.5;47.0
