"tick";"Traded Volume"
0.0;0.0
1.0;0.0
2.0;0.0
3.0;0.0
4.0;0.0
5.0;0.0
6.0;0.0
7.0;0.0
8.0;0.0
9.0;0.0
10.0;0.0
11.0;0.0
12.0;0.0
13.0;0.0
14.0;0.0
15.0;0.0
16.0;0.0
17.0;0.0
18.0;0.0
19.0;0.0
20.0;0.0
21.0;0.0
22.0;0.0
23.0;0.0
24.0;0.0
25.0;0.0
26.0;0.0
27.0;0.0
28.0;0.0
29.0;0.0
30.0;0.0
31.0;0.0
32.0;0.0
33.0;0.0
34.0;0.0
35.0;0.0
36.0;0.0
37.0;1445583.1801016154
38.0;1924083.4749876678
39.0;1394934.3907526024
40.0;1646993.294434126
41.0;1493877.8107617921
42.0;1472700.7733635355
43.0;1038025.8561055061
44.0;1590023.2973730895
45.0;1471557.1836546026
46.0;1650149.318412544
47.0;1647049.3055536717
48.0;2011189.5199479626
49.0;1885116.8151783147
50.0;2793483.305675829
51.0;3114161.512067121
52.0;2820793.9142758497
53.0;2357624.7096175295
54.0;2029452.7531505465
55.0;1586226.4962446862
56.0;2321352.49191939
57.0;2195174.034240066
58.0;2407106.2701672246
59.0;2101198.199013221
60.0;2789089.192780699
61.0;2069406.797738319
62.0;4572618.916540684
63.0;2758509.550197541
64.0;3217489.459305321
65.0;2555479.8711560066
66.0;2121209.3642315115
67.0;1713126.7381609967
68.0;2265141.122779128
69.0;1881345.0876232155
70.0;2540362.8751598108
71.0;2065554.6928485502
72.0;2382398.165458517
73.0;4373704.051024488
74.0;4130286.2688413924
75.0;2416749.715585987
76.0;3633483.023678308
77.0;2671940.820986401
78.0;2142660.394683041
79.0;3090083.0262926747
80.0;2159061.44276303
81.0;2225596.882181314
82.0;2265731.8432387793
83.0;2483477.462420985
84.0;3372655.4750353596
85.0;4179882.9397613765
86.0;4141308.693963169
87.0;2926422.3291572114
88.0;5442763.500775595
89.0;2380230.795651953
90.0;2721756.9687727443
91.0;2968184.398993009
92.0;2550702.676382327
93.0;1981391.370876738
94.0;2919403.217140754
95.0;3377927.1877193903
96.0;2813520.6826081653
97.0;3018298.9569740766
98.0;3301170.5163374706
99.0;3013317.875944504
100.0;4072879.561912513
101.0;3421406.0866747783
102.0;4417393.471127427
103.0;2094746.931549322
104.0;2692015.45696139
105.0;1851332.925905803
106.0;2733458.78868342
107.0;3237273.904763068
108.0;3898710.5534388255
109.0;2808339.1433981764
110.0;2664401.223269468
111.0;2855372.786961855
112.0;4263633.310118667
113.0;5466787.461644853
114.0;2460298.3188108015
115.0;2387963.607185009
116.0;2672056.47465644
117.0;2166604.9495710037
118.0;3021857.7889173036
119.0;3220583.7481197407
120.0;3450626.7799681765
121.0;3424604.269189538
122.0;2738013.0117431944
123.0;5164317.666224106
124.0;3289483.0988636413
125.0;3606240.0152136832
126.0;2283455.706810416
127.0;1929066.062111161
128.0;2487883.405439935
129.0;2232022.6651466954
130.0;2294764.7552866368
131.0;3461516.5133780316
132.0;2574683.3276832844
133.0;3636682.63712805
134.0;4473531.284742687
135.0;3158315.559445353
136.0;2493165.4505002084
137.0;3223988.5497921254
138.0;2860374.415910366
139.0;1958577.8040495752
140.0;2383038.2012778274
141.0;2151636.549715528
142.0;2729300.2911806987
143.0;2885942.424352573
144.0;2830299.8676351677
145.0;3157676.081285483
146.0;4112736.286773461
147.0;2913405.6641679313
148.0;3468880.6070685005
149.0;2486558.459219104
150.0;2290428.164424696
151.0;1993588.2453708346
152.0;1804973.5767742188
153.0;2310320.050431042
154.0;2438708.210849714
155.0;2669610.942048566
156.0;3430868.7045452623
157.0;3081948.1868353668
158.0;3100221.738226463
159.0;2467676.682556889
160.0;2840303.932005426
161.0;2562596.815720029
162.0;2477961.2725283084
163.0;1749179.3864593396
164.0;1957900.5688878035
165.0;2323879.0081072142
166.0;2449441.7866353174
167.0;2540364.4144829074
168.0;3351230.062155295
169.0;2897201.2935975185
170.0;3052101.0352665866
171.0;2547526.2038800097
172.0;2632406.0925960997
173.0;2029339.380550347
174.0;1647514.677788987
175.0;1604232.315074211
176.0;1715487.2084187937
177.0;1972665.1615154329
178.0;2248612.2549655684
179.0;2360005.9242766467
180.0;2758082.634970073
181.0;2617972.0018949253
182.0;2865152.668347452
183.0;2498394.4613300986
184.0;2160199.0801089546
185.0;1773706.6166234186
186.0;1504322.4274214215
187.0;1519251.1803391916
188.0;1506455.6371386687
189.0;1721646.828880186
190.0;1992551.4520499518
191.0;2257525.292134764
192.0;2448991.287132669
193.0;2299146.943079021
194.0;2119743.724286852
195.0;2072650.1755751495
196.0;2111340.762184776
197.0;1665898.866399782
198.0;1406280.9140939415
199.0;1180948.4006518854
200.0;1394781.2779943813
201.0;1441953.7969253603
202.0;1732492.9972829078
203.0;1891594.6280025323
204.0;2008127.1095767745
205.0;2270048.6922839307
206.0;2032715.255973251
207.0;1685077.1025021174
208.0;1638966.6550431876
209.0;1382332.2217777008
210.0;1168026.249891772
211.0;1107093.597259935
212.0;1132490.5095168962
213.0;1329368.7429729889
214.0;1503788.6907839146
215.0;1359471.9488341936
216.0;1895043.943144589
217.0;1915774.2540376526
218.0;1558689.8614173492
219.0;1619272.246219916
220.0;1501781.1058922824
221.0;1052812.5248758327
222.0;1036063.7049447465
223.0;949164.2761876796
224.0;967838.0914506051
225.0;1057872.2285026747
226.0;1222391.356374493
227.0;1437456.5881626245
228.0;1615043.2966546828
229.0;1280318.0764288113
230.0;1097636.8428330058
231.0;1416080.1041722693
232.0;1092117.381036436
233.0;954297.8863151337
234.0;794588.8150787738
