"Cert price";"Expected price";"Floor";"Roof";"Powerprice_N";"tick"
16.7;16.7;0.0;500.0;29.84;0.0
17.535;16.7;0.0;500.0;29.84;1.0
19.288500000000003;17.535;0.0;500.0;29.84;2.0
20.252925000000005;19.288500000000003;0.0;500.0;29.84;3.0
21.10698414930018;19.909520284754016;0.0;500.0;29.84;4.0
22.284934122922948;20.843661418458233;0.0;500.0;29.84;5.0
23.229052574777075;21.954749859466773;0.0;500.0;29.84;6.0
24.26651136476117;22.930211849576253;0.0;500.0;29.84;7.0
25.835794573265943;23.962404967057722;0.0;500.0;29.84;8.0
27.09768221456476;25.402872184702307;0.0;500.0;29.84;9.0
28.269951996074166;26.698614528005344;0.0;500.0;29.84;10.0
29.798910276031627;27.912807098286756;0.0;500.0;29.84;11.0
30.57060505072564;29.365920646596493;0.0;500.0;37.83;12.0
32.45687452554076;30.287101403436562;0.0;500.0;37.83;13.0
33.48438526145554;31.969449941228405;0.0;500.0;37.83;14.0
35.91318191404684;33.11726514682656;0.0;500.0;37.83;15.0
37.42628432245206;35.28321767242905;0.0;500.0;37.83;16.0
39.84051490117923;36.90985008664895;0.0;500.0;37.83;17.0
41.39993183277603;39.18024431227176;0.0;500.0;37.83;18.0
41.319761925524425;40.873852526691834;0.0;500.0;37.83;19.0
44.78394161369972;41.230118902525646;0.0;500.0;37.83;20.0
47.100747370178816;43.992562580405746;0.0;500.0;37.83;21.0
46.9979985473716;46.32765653767461;0.0;500.0;37.83;22.0
50.64823921955352;46.86105375917835;0.0;500.0;37.83;23.0
51.94324741886267;49.8156217785116;0.0;500.0;32.0;24.0
54.34922586187865;51.39232523652692;0.0;500.0;32.0;25.0
57.131733591536474;53.70597020204991;0.0;500.0;32.0;26.0
57.2676109532723;56.32485378634163;0.0;500.0;32.0;27.0
59.9615275130852;57.04349144197904;0.0;500.0;32.0;28.0
59.62661030070342;59.33237313958048;0.0;500.0;32.0;29.0
58.91966650188846;59.51693766916063;0.0;500.0;32.0;30.0
62.723170696697956;59.105512918362805;0.0;500.0;32.0;31.0
64.03459861802008;61.89717282525679;0.0;500.0;32.0;32.0
62.56350141377853;63.469276088052354;0.0;500.0;32.0;33.0
63.58156712767401;62.81103029449698;0.0;500.0;32.0;34.0
63.5772287611203;63.44932528152982;0.0;500.0;32.0;35.0
63.38761080633272;63.50766274271401;0.0;500.0;30.5;36.0
60.32035640500894;63.43153318422548;0.0;500.0;30.5;37.0
62.71718953404016;61.039122143066265;0.0;500.0;30.5;38.0
62.40766101447451;62.37839443269436;0.0;500.0;30.5;39.0
55.863508308889415;62.31273911995146;0.0;500.0;30.5;40.0
51.31053258930992;57.3904469585035;0.0;500.0;30.5;41.0
43.953972756420356;52.81153387015668;0.0;500.0;30.5;42.0
39.63933330171687;45.96192730823376;0.0;500.0;30.5;43.0
34.50683770781188;41.14181471596735;0.0;500.0;30.5;44.0
30.769687248972538;35.98662595807706;0.0;500.0;30.5;45.0
27.847810357232497;31.985163014570496;0.0;500.0;30.5;46.0
25.6576480430181;28.77901813886574;0.0;500.0;30.5;47.0
