"tick";"Projects under construction";"Projects awaiting investment decision";"Projects in concession queue";"Projects identifyed";"Potential projects";"Projects trashed";"Total plants and projects";"Powerplants Norway";"Powerplants Sweden"
0.0;84.0;145.0;107.0;68.0;40.0;0.0;481.0;2.0;35.0
1.0;84.0;145.0;107.0;68.0;40.0;0.0;481.0;2.0;35.0
