"tick";"Traded Volume"
0.0;0.0
1.0;0.0
2.0;0.0
3.0;0.0
4.0;0.0
5.0;0.0
6.0;0.0
7.0;0.0
8.0;0.0
9.0;0.0
10.0;0.0
11.0;0.0
12.0;0.0
13.0;0.0
14.0;0.0
15.0;0.0
16.0;0.0
17.0;0.0
18.0;0.0
19.0;0.0
20.0;0.0
21.0;0.0
22.0;0.0
23.0;0.0
24.0;0.0
25.0;0.0
26.0;0.0
27.0;0.0
28.0;0.0
29.0;0.0
30.0;0.0
31.0;0.0
32.0;0.0
33.0;0.0
34.0;0.0
35.0;0.0
36.0;0.0
37.0;0.0
38.0;1208489.4193911501
39.0;1754059.1020134487
40.0;1872165.4924389445
41.0;1198891.5141245471
42.0;1437959.8267626679
43.0;1195419.4381649513
44.0;1315626.169562455
45.0;1322637.9433524332
46.0;1453879.9393289704
47.0;1427037.5901336148
48.0;2386418.3018585974
49.0;2478468.2532339855
50.0;3494421.2703248058
51.0;3193439.1636239216
52.0;2486234.1530301254
53.0;2078574.695269239
54.0;1893320.6196698453
55.0;1706301.484005511
56.0;1809752.204118489
57.0;1552800.8289275751
58.0;2165491.58811327
59.0;3045619.304636872
60.0;2684500.515930926
61.0;2711297.2612368516
62.0;3438669.788959414
63.0;3571262.5668090377
64.0;2882591.12392148
65.0;2219954.710503175
66.0;2405013.80144036
67.0;2057333.1044146805
68.0;1792954.834009319
69.0;2288138.0577968406
70.0;2319168.6340648644
71.0;2742468.883767068
72.0;2460747.199326044
73.0;3785223.316684276
74.0;3177915.6514342604
75.0;3335628.8012446417
76.0;3071581.671825603
77.0;2676917.2527621705
78.0;2748452.1891506063
79.0;2314385.1539627607
80.0;2299822.0509389946
81.0;2070993.6875523792
82.0;2656721.34020665
83.0;3400102.161747966
84.0;2934037.5036694193
85.0;3120590.9865997713
86.0;3601767.8974538585
87.0;3292803.6634986675
88.0;2944481.883260357
89.0;2798078.4159938595
90.0;3103088.6277601556
91.0;2053427.936813643
92.0;2801621.8030071184
93.0;2533577.5661803596
94.0;2924541.4789543934
95.0;2536078.4500532853
96.0;3252793.127609796
97.0;2907869.841666812
98.0;3620665.0274227154
99.0;2952778.410455771
100.0;3204498.6328115026
101.0;3293983.1109347944
102.0;2893333.3956747055
103.0;2830802.575326295
104.0;2243571.4766015667
105.0;2430266.0255384925
106.0;2162694.0806859173
107.0;3274284.987868303
108.0;3104093.52370369
109.0;3091929.5168496193
110.0;2810898.2311744685
111.0;3138670.9005239285
112.0;2921575.1408730573
113.0;2494395.4260454704
114.0;3573754.737828944
115.0;3153620.50850737
116.0;2535761.8357621203
117.0;2333764.808589584
118.0;2519383.89195995
119.0;2565099.5771046304
120.0;3251885.417431737
121.0;2746945.491971442
122.0;3275566.116349713
123.0;5035823.959984587
124.0;4830843.916001922
125.0;4327099.15781887
126.0;3295345.6094420375
127.0;2574763.2060967092
128.0;2065793.0244730785
129.0;1281422.9085519172
130.0;3335467.1066443487
131.0;3742700.4015661203
132.0;1996402.954122216
133.0;3287876.1393076526
134.0;2927978.88933062
135.0;2366152.638647551
136.0;1962428.3666440048
137.0;4156300.278545906
138.0;2446743.687748399
139.0;4258955.316966261
140.0;2042312.1824470174
141.0;2967608.8234714125
142.0;3014471.2146465997
143.0;2106015.3586410726
144.0;2319149.1103226333
145.0;2701549.864083548
146.0;2137238.958004384
147.0;4819554.551750646
148.0;2719779.11551453
149.0;4029328.3598260144
150.0;3039710.329241996
151.0;4720968.551586728
152.0;2811760.636003276
153.0;3060741.692093288
154.0;2718774.723567665
155.0;3109698.391090128
156.0;2806408.3775078775
157.0;3214502.3077675398
158.0;3837358.5774720074
159.0;2608675.3595285867
160.0;2947766.1301789978
161.0;2182916.8018710073
