"Cert price";"Expected price";"Floor";"Roof";"Powerprice_N";"tick"
16.796140290457405;16.7;0.0;500.0;29.84;0.0
17.635947304980277;16.796140290457405;0.0;500.0;29.84;1.0
19.399542035478305;17.635947304980277;0.0;500.0;29.84;2.0
20.369519137252222;19.399542035478305;0.0;500.0;29.84;3.0
20.155735194406372;20.024137474157836;0.0;500.0;29.84;4.0
22.042596317857203;20.13768531753674;0.0;500.0;29.84;5.0
23.062164997000483;21.62334101934866;0.0;500.0;29.84;6.0
23.878080789612;22.69683094705143;0.0;500.0;29.84;7.0
25.419667525147606;23.61971083870114;0.0;500.0;29.84;8.0
26.150780713280493;25.008472284360984;0.0;500.0;29.84;9.0
27.425777422875985;25.87573757216508;0.0;500.0;29.84;10.0
26.61176589076635;27.0817891407445;0.0;500.0;29.84;11.0
27.95086856394958;26.710657096665877;0.0;500.0;37.83;12.0
27.688281323389297;27.699228200517865;0.0;500.0;37.83;13.0
29.079992263595553;27.65587387053423;0.0;500.0;37.83;14.0
30.740216294481414;28.778029088612918;0.0;500.0;37.83;15.0
30.56548437368632;30.261819050696285;0.0;500.0;37.83;16.0
31.856304175544718;30.490608244501285;0.0;500.0;37.83;17.0
32.76408997615617;31.571461624121437;0.0;500.0;37.83;18.0
35.1689244041064;32.465784368827244;0.0;500.0;37.83;19.0
34.577627946926704;34.552771042561076;0.0;500.0;37.83;20.0
36.695171778632265;34.54697228084046;0.0;500.0;37.83;21.0
37.23599639389367;36.24901394833541;0.0;500.0;37.83;22.0
38.86797348601077;36.96480852995576;0.0;500.0;37.83;23.0
38.832277918729154;38.45505100182506;0.0;500.0;32.0;24.0
41.49352762698728;38.72737427607127;0.0;500.0;32.0;25.0
42.7674038478731;40.883780318610945;0.0;500.0;32.0;26.0
44.68020018087645;42.28989191986504;0.0;500.0;32.0;27.0
43.42221891497503;44.15186593712738;0.0;500.0;32.0;28.0
45.25279899656587;43.57903841616534;0.0;500.0;32.0;29.0
46.63878434346617;44.91886646406903;0.0;500.0;32.0;30.0
45.59503867171915;46.19305695514703;0.0;500.0;32.0;31.0
46.087373462288085;45.73908746513425;0.0;500.0;32.0;32.0
46.13605898370658;46.04645565739837;0.0;500.0;32.0;33.0
46.05056312725024;46.090734206298876;0.0;500.0;32.0;34.0
43.823846922144526;46.06685699361708;0.0;500.0;32.0;35.0
43.95355694886925;44.34202965150111;0.0;500.0;30.5;36.0
42.43239805853085;44.078055025288506;0.0;500.0;30.5;37.0
42.52023465051153;42.77335075132055;0.0;500.0;30.5;38.0
40.46939862693791;42.60546221274234;0.0;500.0;30.5;39.0
37.652668739164305;40.935106058382196;0.0;500.0;30.5;40.0
34.59852519370278;38.442805770780865;0.0;500.0;30.5;41.0
32.41780548683376;35.496364874222145;0.0;500.0;30.5;42.0
29.639571078343526;33.13116929455879;0.0;500.0;30.5;43.0
26.33831725129192;30.42985469522356;0.0;500.0;30.5;44.0
24.29706121899808;27.29033654488741;0.0;500.0;30.5;45.0
22.175230391211592;24.99546904034561;0.0;500.0;30.5;46.0
18.94902145685844;22.804841641222822;0.0;500.0;30.5;47.0
18.060943409905924;19.83828007205011;0.0;500.0;30.5;48.0
17.46314761809294;18.48886072474545;0.0;500.0;30.5;49.0
16.986967925241697;17.66222512120783;0.0;500.0;30.5;50.0
17.12153200436255;17.137947589400607;0.0;500.0;30.5;51.0
17.06599663584069;17.123580406024097;0.0;500.0;30.5;52.0
16.2168860143124;17.069445676025687;0.0;500.0;30.5;53.0
16.485092044831628;16.41607347429859;0.0;500.0;30.5;54.0
15.737130021092215;16.482244616735574;0.0;500.0;30.5;55.0
15.21024406307346;15.890609081418924;0.0;500.0;30.5;56.0
14.828540905060331;15.383297027151983;0.0;500.0;30.5;57.0
14.55216005445542;14.952871314231652;0.0;500.0;30.5;58.0
14.081593204851933;14.642198134988803;0.0;500.0;30.5;59.0
14.209003754634393;14.209003754634393;0.0;500.0;30.5;60.0
14.137026726029891;14.212308791460863;0.0;500.0;30.5;61.0
14.134025801788189;14.1447540005817;0.0;500.0;30.5;62.0
14.139616902342691;14.139705029528493;0.0;500.0;30.5;63.0
14.138709030816823;14.13853866742259;0.0;500.0;30.5;64.0
14.137717504436647;14.13853035722239;0.0;500.0;30.5;65.0
14.138041595615235;14.138008531724212;0.0;500.0;30.5;66.0
14.13816876337114;14.13803576289481;0.0;500.0;30.5;67.0
14.138060909636048;14.138117045011079;0.0;500.0;30.5;68.0
14.138126757757211;14.138076907188106;0.0;500.0;30.5;69.0
14.845018667211784;14.138119084920149;0.0;500.0;30.5;70.0
14.23547606730251;14.682393369615385;0.0;500.0;30.5;71.0
15.01406119606167;14.32670554185348;0.0;500.0;30.5;72.0
14.892000073952698;14.877195963157048;0.0;500.0;30.5;73.0
15.669950352800589;14.866115069593711;0.0;500.0;30.5;74.0
15.517661569259548;15.49944290363136;0.0;500.0;30.5;75.0
15.848809373675522;15.498774451742158;0.0;500.0;30.5;76.0
15.768669092170189;15.783184128034689;0.0;500.0;30.5;77.0
16.521688667700715;15.764152911275719;0.0;500.0;30.5;78.0
15.973744023647981;16.354010922847433;0.0;500.0;30.5;79.0
16.271210208566796;16.047605670864215;0.0;500.0;30.5;80.0
17.22062579107864;16.240757087802823;0.0;500.0;30.5;81.0
17.363873078033468;16.98159445667529;0.0;500.0;30.5;82.0
17.297651451471072;17.265113198406752;0.0;500.0;30.5;83.0
17.323987039356332;17.302957019527483;0.0;500.0;30.5;84.0
18.175791766058325;17.322518474309497;0.0;500.0;30.5;85.0
18.331997281072447;17.97800841827708;0.0;500.0;30.5;86.0
18.882083431016756;18.23702194963202;0.0;500.0;30.5;87.0
19.35900954033833;18.74470901801744;0.0;500.0;30.5;88.0
20.266932798188424;19.211165008367857;0.0;500.0;30.5;89.0
19.87177083657648;20.025008080773123;0.0;500.0;30.5;90.0
19.803343860454934;19.899748106360725;0.0;500.0;30.5;91.0
18.9552771227741;19.846474933832553;0.0;500.0;30.5;92.0
19.03606987958848;19.155117978630486;0.0;500.0;30.5;93.0
