"tick";"Total";"ObligatedPurchaser";"Producers";"Trader"
0.0;6374013.617708326;-2052950.882291674;8426964.5;0.0
1.0;8180306.5089972615;-2157897.581002738;1.033820409E7;0.0
2.0;2461407.350579987;-4004690.8894200125;6466098.239999999;0.0
3.0;5828736.578981832;-1744575.8110181682;7573312.39;0.0
4.0;6125423.106793979;-1782118.8182060216;7907541.925000001;0.0
5.0;5950914.007325608;-1999217.3491743929;7950131.356500001;0.0
6.0;4817046.476338657;-2578750.384511342;7395796.860849999;0.0
7.0;5227441.509842923;-2384904.0646220786;7612345.574465001;0.0
8.0;5400559.466123056;-2937723.676595446;8338283.142718501;0.0
9.0;4218040.769216768;-3875626.646129882;8093667.41534665;0.0
10.0;5025557.168064738;-4109418.1853672476;9134975.353431985;0.0
11.0;6082311.281426077;-5526416.16936271;1.1608727450788787E7;0.0
12.0;9521601.928954206;-4805929.06687356;1.4327530995827766E7;0.0
13.0;8768273.726750249;-5627119.32616966;1.439539305291991E7;0.0
14.0;1.309773810877697E7;-2263187.6827302556;1.5360925791507225E7;0.0
15.0;1.3360255986094417E7;-2292088.3132088413;1.5652344299303258E7;0.0
16.0;1.5072004092981383E7;-1294153.6720200763;1.6366157765001459E7;0.0
17.0;1.5651874287696717E7;-1146601.1573047403;1.6798475445001457E7;0.0
18.0;1.5598518331579406E7;-1350462.7172934418;1.6948981048872847E7;0.0
19.0;1.4580546138707604E7;-1424322.0116001675;1.6004868150307773E7;0.0
20.0;1.2760371886656422E7;-1896738.6441725793;1.4657110530829001E7;0.0
21.0;1.0433574946871802E7;-2066079.3381604415;1.2499654285032244E7;0.0
22.0;1.2473166816632481E7;-1836356.974559161;1.4309523791191643E7;0.0
23.0;1.4444723328373859E7;-2173310.219396781;1.661803354777064E7;0.0
24.0;1.627662395205399E7;-2359928.141620054;1.8636552093674045E7;0.0
25.0;1.4870672363349717E7;-3122470.955955721;1.799314331930544E7;0.0
26.0;8122801.542690159;-4471694.446040169;1.2594495988730328E7;0.0
27.0;1.1619121946527584E7;-2259472.2924250625;1.3878594238952646E7;0.0
28.0;1.2899166378202576E7;-1467413.8450606205;1.4366580223263197E7;0.0
29.0;1.2157823495394992E7;-1549319.6146085265;1.3707143110003518E7;0.0
30.0;1.2223894544329913E7;-1550858.115189316;1.377475265951923E7;0.0
31.0;1.1606368170670908E7;-1587680.2261373159;1.3194048396808224E7;0.0
32.0;9442836.893960247;-1796857.075569948;1.1239693969530195E7;0.0
33.0;9805596.234464547;-1946316.7089703565;1.1751912943434903E7;0.0
34.0;1.0461446098672552E7;-2195509.161513046;1.2656955260185597E7;0.0
35.0;1.187641986179211E7;-2745853.8480027188;1.4622273709794829E7;0.0
36.0;1.1309759303975381E7;-2224062.2960246187;1.35338216E7;0.0
37.0;1.1522648611188542E7;-2866865.4427449885;1.4389514053933531E7;0.0
38.0;1.1320938917732129E7;-3096369.506118149;1.4417308423850277E7;0.0
39.0;1.1626526494243462E7;-3461512.3217999693;1.5088038816043431E7;0.0
40.0;1.1931148080460541E7;-3155033.3535606526;1.5086181434021194E7;0.0
41.0;1.2205054090637766E7;-2453000.2208364625;1.4658054311474228E7;0.0
42.0;1.2483573693071604E7;-1864945.9290108443;1.4348519622082448E7;0.0
43.0;1.2822558772892322E7;-1919939.0316546126;1.4742497804546935E7;0.0
44.0;1.313778166519419E7;-1798241.0540039535;1.4936022719198143E7;0.0
45.0;1.348621064774315E7;-2103289.270565571;1.5589499918308722E7;0.0
46.0;1.4167145663749538E7;-2949043.137626045;1.7116188801375583E7;0.0
47.0;1.51570338E7;-3422256.0501339184;1.857928985013392E7;0.0
48.0;1.5222229468449382E7;-4759435.658667857;1.998166512711724E7;0.0
49.0;1.4881557858544875E7;-5377430.746353661;2.0258988604898535E7;0.0
50.0;1.4151699156492835E7;-5720675.7976290155;1.987237495412185E7;0.0
51.0;1.4130779523583286E7;-4759397.840776876;1.889017736436016E7;0.0
52.0;1.4228625178405434E7;-4539797.476077582;1.8768422654483017E7;0.0
53.0;1.4246929494483313E7;-3159568.2413214543;1.7406497735804766E7;0.0
54.0;1.4282760795192726E7;-2896678.67952054;1.7179439474713266E7;0.0
55.0;1.4285470877785355E7;-2860885.7250912255;1.714635660287658E7;0.0
56.0;1.4190927673877515E7;-3017659.1328574005;1.7208586806734916E7;0.0
57.0;1.398574231735808E7;-3462622.912283741;1.744836522964182E7;0.0
58.0;1.4144513074356558E7;-4147195.607726658;1.8291708682083216E7;0.0
59.0;1.453028009999999E7;-4650038.171703425;1.9180318271703415E7;0.0
60.0;1.4479268929849338E7;-6194901.088441039;2.067417001829038E7;0.0
61.0;1.4043742435599584E7;-6817775.294615441;2.0861517730215024E7;0.0
62.0;1.3262159840750383E7;-5735613.942236977;1.899777378298736E7;0.0
63.0;1.3480369870893825E7;-6281734.078540955;1.976210394943478E7;0.0
64.0;1.3852163381850172E7;-5971398.306789122;1.9823561688639294E7;0.0
65.0;1.4202740951099299E7;-4079597.4223504392;1.828233837344974E7;0.0
66.0;1.4488184742296461E7;-3250845.592884437;1.7739030335180897E7;0.0
67.0;1.465159997658951E7;-3194352.7330340166;1.7845952709623527E7;0.0
68.0;1.4618590170499008E7;-2953485.024656902;1.757207519515591E7;0.0
69.0;1.4431838096298195E7;-3388175.290244962;1.782001338654316E7;0.0
70.0;1.4489007670122448E7;-4872437.068723868;1.9361444738846317E7;0.0
71.0;1.474652509999999E7;-4836867.317062207;1.9583392417062197E7;0.0
72.0;1.4537481349311195E7;-6223723.777345375;2.076120512665657E7;0.0
73.0;1.3995101520343464E7;-7017862.595106105;2.101296411544957E7;0.0
74.0;1.309296011109705E7;-6083482.323032124;1.9176442434129175E7;0.0
75.0;1.3223063488506489E7;-5111282.261945705;1.8334345750452194E7;0.0
76.0;1.362009992092719E7;-5166104.062060572;1.878620398298776E7;0.0
77.0;1.3978273703986336E7;-4545339.389896951;1.8523613093883287E7;0.0
78.0;1.4277448128754856E7;-3267737.991185839;1.7545186119940694E7;0.0
79.0;1.4418050442088792E7;-3215257.082774007;1.76333075248628E7;0.0
