"Cert price";"Expected price";"Floor";"Roof";"Powerprice_N";"tick";"CertificateValue_Lon_Prod";"CertificateValue_Prod";"CertificateValue_Purch"
20.2;15.049399025575257;0.0;250.0;31.2;0.0;0.0;0.0;0.0
18.37;18.819532888302817;0.0;250.0;31.2;1.0;105.65482952538375;20.22658776678561;40.2476219289031
24.92;19.067603489288906;0.0;250.0;31.2;2.0;102.96280652114717;26.67446387059841;45.904621753654084
18.77;20.019995440743195;0.0;250.0;31.2;3.0;135.64609696420152;158.91519209457735;110.64216565790184
18.26;19.51249216849176;0.0;250.0;31.2;4.0;116.9214850280696;20.053946208492068;50.9986816208181
18.37;18.450802314952323;0.0;250.0;31.2;5.0;111.14534364506451;20.14646858341752;40.682324595094315
19.81;18.818958084604642;0.0;250.0;31.2;6.0;113.78539097661543;21.569991234714536;43.47800330633304
20.22;20.533441784387346;0.0;250.0;31.2;7.0;118.02247856710889;21.993714154860807;45.343148262564284
20.99;20.84153174793052;0.0;250.0;31.2;8.0;117.79303562392234;22.791097430588906;49.88771194043925
22.33;22.635773805335273;0.0;250.0;31.2;9.0;118.64611418675452;24.15356725778576;47.469250626010535
22.92;22.933716507951196;0.0;250.0;31.2;10.0;116.97983867038835;24.763333622901992;46.67238000350199
24.09;24.99820112011303;0.0;250.0;31.2;11.0;118.70031204987036;25.951840214147484;49.32952209593617
23.71;23.707881878162922;0.0;250.0;37.35294117647059;12.0;126.98804823816742;25.559134268594093;53.454585414215316
25.15;23.080011334327562;0.0;250.0;37.35294117647059;13.0;115.87720088166336;26.991904267013616;47.26826066591544
23.19;24.90531193415055;0.0;250.0;37.35294117647059;14.0;118.01724698097031;25.04183367839482;45.83455279595172
24.68;22.011493632775398;0.0;250.0;37.35294117647059;15.0;116.80143628647554;26.467274959591197;47.09389318508779
21.61;23.749946193030965;0.0;250.0;37.35294117647059;16.0;115.45795844108328;23.414538487078282;44.61357278972171
20.09;23.15441610823593;0.0;250.0;37.35294117647059;17.0;110.36609975500181;21.893781875845534;43.32605041453839
21.17;22.51593499666244;0.0;250.0;37.35294117647059;18.0;109.75415150181497;22.9559117993384;44.287791002092725
21.05;22.48370652945984;0.0;250.0;37.35294117647059;19.0;113.25636959231623;22.857241864748556;44.3336420827699
22.44;21.38412076360768;0.0;250.0;37.35294117647059;20.0;114.62508183291096;24.264999544152243;45.65002036554434
22.59;23.535345212301117;0.0;250.0;37.35294117647059;21.0;116.82788867583474;24.45458508458514;45.9201337425
21.61;22.911323705550213;0.0;250.0;37.35294117647059;22.0;117.74869534074618;23.518068849985138;45.204728509278205
21.14;22.064836557360177;0.0;250.0;37.35294117647059;23.0;116.83370112330901;23.103085804301305;44.90649717905962
20.06;22.016807123771486;0.0;250.0;29.796232218377547;24.0;115.55062146523137;22.071959331254487;44.066796538690134
21.93;18.126118384117184;0.0;250.0;29.796232218377547;25.0;114.08559307095527;23.915053880062974;45.82774427601428
20.47;20.371902056299408;0.0;250.0;29.796232218377547;26.0;117.41386682803451;22.459260284370128;44.92884321937662
19.48;21.856465023351547;0.0;250.0;29.796232218377547;27.0;116.32394820056767;21.43241381804044;44.281507950275845
19.75;21.302294135776453;0.0;250.0;29.796232218377547;28.0;115.42455971839381;21.663650897138876;44.644540952051486
19.58;20.1073935666875;0.0;250.0;29.796232218377547;29.0;117.07185381866553;21.485223130095218;44.70879985332071
19.54;17.560176310762373;0.0;250.0;29.796232218377547;30.0;118.8290763218132;21.450308144483728;44.84890007328609
20.2;19.008555507670437;0.0;250.0;29.796232218377547;31.0;122.15474165960889;22.133161399901656;45.65571865742387
20.75;19.373289182519994;0.0;250.0;29.796232218377547;32.0;127.81053998754895;22.730827352128077;46.43524919064878
