"tick";"Traded Volume"
0.0;0.0
1.0;0.0
2.0;0.0
3.0;0.0
4.0;0.0
5.0;0.0
6.0;0.0
7.0;0.0
8.0;0.0
9.0;0.0
10.0;0.0
11.0;0.0
12.0;0.0
13.0;0.0
14.0;0.0
15.0;0.0
16.0;0.0
17.0;0.0
18.0;0.0
19.0;0.0
20.0;0.0
21.0;0.0
22.0;0.0
23.0;0.0
24.0;0.0
25.0;0.0
26.0;0.0
27.0;0.0
28.0;0.0
29.0;0.0
30.0;0.0
31.0;0.0
32.0;0.0
33.0;0.0
34.0;0.0
35.0;0.0
36.0;0.0
37.0;1237421.2137356293
38.0;2649468.322715858
39.0;1447868.672803084
40.0;2411533.280548828
41.0;1208289.9771263613
42.0;1569037.456963366
43.0;1013085.1453523017
44.0;1408176.8153022216
45.0;1356165.2477425863
46.0;1378417.7830919807
47.0;1811343.055559874
48.0;1685126.9256760916
49.0;3315052.0462045227
50.0;2207469.490825755
51.0;3065010.0359617053
52.0;2660077.5221782182
53.0;1892197.2780682407
54.0;2474816.7976943995
55.0;1675231.7210174003
56.0;1904339.2613518976
57.0;1903715.6448404333
58.0;1825277.4546048967
59.0;2009310.9998848538
60.0;2749645.778866756
61.0;2873593.341594575
62.0;3318040.0210821787
63.0;3025525.558056011
64.0;2904613.7475914517
65.0;2509028.9346254873
66.0;2288485.964769417
67.0;2325772.427867706
68.0;2191324.4177041496
69.0;2056255.9156936663
70.0;2390147.836271517
71.0;2442231.3087149006
72.0;2514529.7258175975
73.0;2775419.6292405594
74.0;3585487.696940859
75.0;3452889.13039775
76.0;3351968.6246813345
77.0;2849095.4413795792
78.0;2504445.2216494856
79.0;2339150.1410671333
80.0;2491429.350487974
81.0;2254981.29442546
82.0;2795380.7618102455
83.0;3083857.677330034
84.0;2932366.5264410046
85.0;3552865.5227245954
86.0;3372539.35928831
87.0;4263555.210954861
88.0;4848505.222785481
89.0;3303419.7944298913
90.0;1839691.575515632
91.0;2970002.697187218
92.0;2142470.8197918106
93.0;2292426.908035079
94.0;3288932.097317932
95.0;3462078.1577588664
96.0;2860081.605636632
97.0;2520009.5000572973
98.0;3981848.7783481698
99.0;3924549.397337679
100.0;3784216.428885218
101.0;2273146.8514172495
102.0;3191783.7146266075
103.0;2069250.7171545273
104.0;2395108.10779697
105.0;2629507.239747409
106.0;2241798.836712477
107.0;2649774.213000564
108.0;4556796.790196799
109.0;3647356.413230516
110.0;4484473.8444208745
111.0;3259577.0341634736
112.0;5347485.240961294
113.0;2854837.564163637
114.0;2313906.356661137
115.0;2239695.8723929855
116.0;2166755.1407379135
117.0;2736133.6685002586
118.0;3672301.2397038215
119.0;3803916.3838148876
120.0;3326772.5027661184
121.0;4724029.54925378
122.0;3160574.140244517
123.0;4091183.416119887
124.0;2496791.3154381607
125.0;3037749.9160167053
126.0;2708517.2189641264
127.0;1950886.07407582
128.0;2300661.9876244483
129.0;2325138.0632153573
130.0;2400535.6354340543
131.0;3369753.3417093884
132.0;3843089.028640346
133.0;3369636.4280040455
134.0;3385263.312263867
135.0;3259442.420562485
136.0;3234736.281463296
137.0;2439754.797193154
138.0;2616530.003843294
139.0;1909720.472168922
140.0;2234082.9294461883
141.0;2156376.0286639687
142.0;2632754.621388622
143.0;3606486.1057745824
144.0;3320865.216729396
145.0;3409707.731535662
146.0;3716758.422550093
147.0;3107702.218516271
148.0;2349447.514896132
149.0;2669635.037103282
150.0;2261756.3195839077
151.0;1884066.9398495005
152.0;2047404.7188849102
153.0;2427884.4070849298
154.0;2266322.9771016045
155.0;3198232.8849495896
156.0;2800254.9344181595
157.0;3514478.992766465
158.0;3037282.0169260325
159.0;3223894.630119086
160.0;2808225.5206746473
161.0;2375179.793657204
