"tick";"Total";"ObligatedPurchaser";"Producers";"Trader"
0.0;6374013.617708326;-2052950.882291674;8426964.5;0.0
1.0;6549813.612577637;-2408603.5474223634;8958417.16;0.0
2.0;470986.378160364;-4255396.855839636;4726383.234;0.0
3.0;4230131.697248587;-1918036.0367514116;6148167.733999999;0.0
4.0;4186491.6719581704;-1788423.0880418303;5974914.760000001;0.0
5.0;4352891.582818389;-1807852.610981612;6160744.193800001;0.0
6.0;2180976.8776031556;-2340289.340656844;4521266.2182599995;0.0
7.0;2285216.852931184;-2516056.7583288155;4801273.61126;0.0
8.0;2271851.274261534;-2617534.7641724655;4889386.038434;0.0
9.0;2399292.183815059;-3063675.582105542;5462967.765920601;0.0
10.0;2693118.0495205987;-4214547.63372634;6907665.6832469385;0.0
11.0;2681617.0927813025;-5424082.83554835;8105699.928329652;0.0
12.0;4796910.396370783;-5153796.952344513;9950707.348715296;0.0
13.0;1841870.409652206;-6019023.385596937;7860893.795249143;0.0
14.0;6330816.879554823;-2687687.197081821;9018504.076636644;0.0
15.0;6708879.634490296;-2920691.3471576045;9629570.981647901;0.0
16.0;8131535.922121072;-1593804.0363565066;9725339.958477579;0.0
17.0;8614156.415427495;-1240451.4105766688;9854607.826004164;0.0
18.0;7748960.848710183;-1452766.43215948;9201727.280869663;0.0
19.0;7562372.742406485;-1625945.5752173988;9188318.317623883;0.0
20.0;7045551.560878228;-2107192.1864847075;9152743.747362936;0.0
21.0;6369554.556326143;-2424210.4125910145;8793764.968917158;0.0
22.0;7398756.708311498;-2078410.3818968495;9477167.090208348;0.0
23.0;9253503.088885289;-2088217.635362266;1.1341720724247554E7;0.0
24.0;1.104623374664015E7;-2476376.470533258;1.3522610217173407E7;0.0
25.0;8582450.995073777;-3514639.7397697633;1.209709073484354E7;0.0
26.0;1.002090231092383E7;-3097786.26798389;1.311868857890772E7;0.0
27.0;1.1834658473031972E7;-2394675.0469729705;1.4229333520004941E7;0.0
28.0;1.0188814456152635E7;-1848517.245091115;1.2037331701243749E7;0.0
29.0;9567582.58945253;-1795904.000081221;1.136348658953375E7;0.0
30.0;9861485.852471305;-1715206.8114133605;1.1576692663884666E7;0.0
31.0;8176121.955827078;-2028563.005731134;1.0204684961558212E7;0.0
32.0;7816272.133930396;-2392806.324430511;1.0209078458360907E7;0.0
33.0;8697524.380702758;-2373449.736905918;1.1070974117608676E7;0.0
34.0;1.0417856126739636E7;-2273926.3517757813;1.2691782478515418E7;0.0
35.0;1.302399333056228E7;-2281491.7942376323;1.5305485124799913E7;0.0
36.0;1.1309759303975377E7;-2224062.2960246187;1.3533821599999996E7;0.0
37.0;1.1522648611188535E7;-2658210.2128112824;1.4180858823999817E7;0.0
38.0;1.132093891773213E7;-2583095.060138556;1.3904033977870686E7;0.0
39.0;1.1626526494243462E7;-2202022.2615699167;1.3828548755813379E7;0.0
40.0;1.193114808046054E7;-1750175.3578613587;1.3681323438321898E7;0.0
41.0;1.2205054090637757E7;-1706665.3038906013;1.3911719394528357E7;0.0
42.0;1.2483573693071598E7;-1501541.0038487655;1.3985114696920363E7;0.0
