"tick";"Total";"ObligatedPurchaser";"Producers";"Trader"
0.0;6374013.617708326;-2052950.882291674;8426964.5;0.0
1.0;6849606.06458252;-2363668.7954174792;9213274.86;0.0
2.0;409407.39616524614;-4210462.103834753;4619869.499999999;0.0
3.0;3624237.40203114;-2018413.7579688602;5642651.16;0.0
4.0;4747297.638427697;-1591426.4155723036;6338724.0540000005;0.0
5.0;5038408.738986366;-1722189.1950136332;6760597.933999999;0.0
6.0;3083583.484293417;-2478420.946506583;5562004.4308;0.0
7.0;2723123.6036259807;-2714580.4144940195;5437704.01812;0.0
8.0;2165976.3178108125;-2880035.026209188;5046011.344020001;0.0
9.0;1255639.4088594024;-4037208.153726598;5292847.562586;0.0
10.0;873216.2859422565;-4778125.534899743;5651341.820842;0.0
11.0;994585.1170673491;-6099981.075010451;7094566.1920778;0.0
12.0;3451640.146013108;-5381405.966300593;8833046.1123137;0.0
13.0;2106603.412511537;-5511113.854515834;7617717.267027371;0.0
14.0;4759762.198861763;-3816808.6994156097;8576570.898277372;0.0
15.0;6018931.302240325;-2684822.279957269;8703753.582197594;0.0
16.0;7141277.6522208415;-1532684.7291202026;8673962.381341044;0.0
17.0;8088456.200119145;-1087683.8100219;9176140.010141045;0.0
18.0;4442046.352548061;-1373723.9488033834;5815770.301351444;0.0
19.0;4174688.936819304;-1666278.1638189983;5840967.100638302;0.0
20.0;3373218.3128776015;-1967439.785274995;5340658.0981525965;0.0
21.0;3298469.5840367;-2277576.3362800837;5576045.920316784;0.0
22.0;5131873.371521913;-1974850.6613826377;7106724.032904551;0.0
23.0;6104884.0786355985;-2038344.947229226;8143229.025864825;0.0
24.0;8316050.810887646;-2282352.880624103;1.0598403691511748E7;0.0
25.0;6545664.300348489;-3276973.657076236;9822637.957424724;0.0
26.0;7855342.90193297;-2536003.730160753;1.0391346632093722E7;0.0
27.0;9440375.392124943;-1842316.6925859659;1.1282692084710909E7;0.0
28.0;8809449.663661208;-1839092.5330118951;1.0648542196673103E7;0.0
29.0;8690791.194552673;-1608234.812413343;1.0299026006966015E7;0.0
30.0;8833292.042645704;-1673564.010482575;1.050685605312828E7;0.0
31.0;7518636.462543186;-1970283.8118239827;9488920.274367169;0.0
32.0;7105847.85510297;-2422393.9697439773;9528241.824846948;0.0
33.0;8060903.01842084;-1822157.2735564823;9883060.291977322;0.0
34.0;9449279.067511328;-2042042.4993934114;1.1491321566904739E7;0.0
35.0;1.1588328106613848E7;-2309943.919036563;1.3898272025650412E7;0.0
36.0;1.3129759303975381E7;855937.703975382;1.22738216E7;0.0
37.0;1.3342648611188542E7;-1266734.9888114603;1.4609383600000003E7;0.0
38.0;1.314093891773213E7;-2058967.2628767164;1.5199906180608846E7;0.0
39.0;1.3446526494243465E7;-1994622.284351938;1.5441148778595403E7;0.0
40.0;1.375114808046054E7;-1545825.5056959142;1.5296973586156454E7;0.0
41.0;1.4025054090637758E7;-1628694.4813941456;1.5653748572031904E7;0.0
42.0;1.4303573693071606E7;-1347468.0521976338;1.5651041745269239E7;0.0
43.0;1.4642558772892326E7;-1403952.534211964;1.604651130710429E7;0.0
44.0;1.4957781665194191E7;-1480602.6723476402;1.6438384337541832E7;0.0
45.0;1.5306210647743154E7;-1829920.2464462447;1.71361308941894E7;0.0
46.0;1.5987145663749538E7;-2262989.7911108886;1.8250135454860426E7;0.0
47.0;1.6977033799999997E7;-2959258.5647268146;1.993629236472681E7;0.0
48.0;1.704222946844939E7;-3746282.2944188267;2.0788511762868218E7;0.0
49.0;1.6701557858544875E7;-4296586.551089357;2.0998144409634233E7;0.0
50.0;1.5971699156492833E7;-3656929.882816594;1.9628629039309427E7;0.0
51.0;1.5950779523583291E7;-2874488.7521022167;1.8825268275685508E7;0.0
52.0;1.6048625178405438E7;-2419213.044249949;1.8467838222655386E7;0.0
53.0;1.606692949448331E7;-2169540.6329028304;1.823647012738614E7;0.0
54.0;1.610276079519273E7;-1926725.2125235652;1.8029486007716294E7;0.0
55.0;1.610547087778537E7;-2006724.6459254215;1.811219552371079E7;0.0
56.0;1.6010927673877515E7;-2183566.145714779;1.8194493819592293E7;0.0
57.0;1.5805742317358084E7;-3016424.1733066333;1.8822166490664717E7;0.0
58.0;1.5964513074356552E7;-3543359.328194895;1.9507872402551446E7;0.0
59.0;1.6350280099999988E7;-3527416.69791458;1.987769679791457E7;0.0
60.0;1.6299268929849338E7;-4339651.45213431;2.063892038198365E7;0.0
61.0;1.586374243559958E7;-4965681.785147213;2.0829424220746793E7;0.0
62.0;1.5082159840750393E7;-4672604.691036993;1.9754764531787384E7;0.0
63.0;1.5300369870893825E7;-3757959.694084521;1.9058329564978346E7;0.0
64.0;1.5672163381850174E7;-3113230.1592066907;1.8785393541056864E7;0.0
65.0;1.6022740951099295E7;-2908496.479454391;1.8931237430553686E7;0.0
66.0;1.6308184742296465E7;-2322132.486816872;1.8630317229113337E7;0.0
67.0;1.6471599976589508E7;-2233079.0481091407;1.870467902469865E7;0.0
68.0;1.643859017049901E7;-2629101.4201903176;1.9067691590689328E7;0.0
69.0;1.6251838096298197E7;-2969660.3365942924;1.922149843289249E7;0.0
70.0;1.6309007670122454E7;-3617208.4287051684;1.9926216098827623E7;0.0
71.0;1.656652509999999E7;-4213063.415060564;2.0779588515060555E7;0.0
72.0;1.6350035349311188E7;-5564647.266423318;2.1914682615734506E7;0.0
73.0;1.5738305520343471E7;-5417960.0787067665;2.115626559905024E7;0.0
74.0;1.476366051109705E7;-5669540.736518921;2.043320124761597E7;0.0
75.0;1.4830020288506491E7;-5230300.957864841;2.0060321246371333E7;0.0
76.0;1.5066953120927189E7;-4598557.753618539;1.9665510874545727E7;0.0
77.0;1.5260643303986339E7;-4118744.1177972206;1.937938742178356E7;0.0
78.0;1.5408401128754858E7;-3353082.903878088;1.8761484032632947E7;0.0
79.0;1.5418756842088792E7;-3184623.3365813945;1.8603380178670187E7;0.0
80.0;1.5214228588629521E7;-3271343.339101672;1.8485571927731194E7;0.0
81.0;1.4820651418596867E7;-4066298.121581939;1.8886949540178806E7;0.0
82.0;1.4639261723132037E7;-4644052.776840136;1.9283314499972172E7;0.0
83.0;1.4657530699999988E7;-4883572.938224212;1.95411036382242E7;0.0
84.0;1.424012935862883E7;-6059868.075925948;2.0299997434554778E7;0.0
85.0;1.3404208108376889E7;-6862229.639578121;2.026643774795501E7;0.0
86.0;1.2209666863933098E7;-6958034.28656805;1.9167701150501147E7;0.0
87.0;1.2164049738238312E7;-6788024.048764169;1.895207378700248E7;0.0
88.0;1.2318670727163672E7;-6474097.476578455;1.8792768203742128E7;0.0
89.0;1.2443000619778626E7;-6044865.467969637;1.8487866087748263E7;0.0
90.0;1.2509680505166803E7;-5079558.254821305;1.7589238759988107E7;0.0
91.0;1.2403758902891258E7;-5339798.220283208;1.7743557123174466E7;0.0
92.0;1.2041697370209195E7;-5111269.249958145;1.715296662016734E7;0.0
93.0;1.145475526857228E7;-5667665.085414702;1.7122420353986982E7;0.0
94.0;1.1055208649841411E7;-6230431.525191179;1.728564017503259E7;0.0
95.0;1.082693629999999E7;-7618476.724979322;1.8445413024979312E7;0.0
96.0;1.0295783487147657E7;-8592687.710221855;1.8888471197369512E7;0.0
97.0;9340479.534688124;-9719123.12101457;1.9059602655702695E7;0.0
98.0;8043902.981925363;-9900985.946354618;1.794488892827998E7;0.0
99.0;7992500.608373158;-1.0159641209451046E7;1.8152141817824204E7;0.0
100.0;8160783.48993744;-9660365.99507527;1.782114948501271E7;0.0
101.0;8311678.8620131705;-8802468.812064743;1.7114147674077913E7;0.0
102.0;8386662.9886624;-8107597.58974081;1.649426057840321E7;0.0
103.0;8253758.103412074;-7656136.199664841;1.5909894303076915E7;0.0
104.0;7827054.531336889;-8058694.595138457;1.5885749126475345E7;0.0
105.0;7155323.775665969;-8806110.62527088;1.596143440093685E7;0.0
106.0;6648030.193619516;-1.0229711426631425E7;1.687774162025094E7;0.0
107.0;6264571.899999984;-1.0990936032382656E7;1.725550793238264E7;0.0
108.0;5856763.8907776065;-1.1946701817901336E7;1.7803465708678942E7;0.0
109.0;5021565.015938751;-1.2729552475890573E7;1.7751117491829325E7;0.0
110.0;3849068.5655745156;-1.3570821995080344E7;1.741989056065486E7;0.0
111.0;3904943.1635051295;-1.35165977966258E7;1.742154096013093E7;0.0
112.0;4167056.377952393;-1.3193275741305478E7;1.736033211925787E7;0.0
113.0;4407709.809613058;-1.303863818359934E7;1.74463479932124E7;0.0
114.0;4563055.843221009;-1.1576413712162448E7;1.6139469555383457E7;0.0
115.0;4511095.208792232;-1.0708050138083853E7;1.5219145346876085E7;0.0
116.0;4169315.284104001;-1.0713784527009966E7;1.4883099811113967E7;0.0
117.0;3596956.8885948975;-1.1432049413929487E7;1.5029006302524384E7;0.0
118.0;3192053.093767753;-1.2357150616796678E7;1.554920371056443E7;0.0
119.0;2915607.4999999795;-1.3667987933459826E7;1.6583595433459805E7;0.0
120.0;2617985.7469436172;-1.4313215569084445E7;1.6931201316028062E7;0.0
121.0;1843943.9213669877;-1.5285723202689635E7;1.7129667124056622E7;0.0
122.0;759275.5286013111;-1.5515921579105591E7;1.6275197107706903E7;0.0
123.0;895915.135607304;-1.3440899112115018E7;1.4336814247722322E7;0.0
124.0;1242444.4741774816;-1.1104152957542919E7;1.23465974317204E7;0.0
125.0;1637670.8164866418;-9023018.557414887;1.066068937390153E7;0.0
126.0;1940127.1752912384;-7754558.989168255;9694686.164459493;0.0
127.0;2026545.990346603;-7373444.3680161815;9399990.358362785;0.0
128.0;1820131.2960088244;-7747267.437880882;9567398.733889706;0.0
129.0;1387908.7196046282;-9395528.50573316;1.0783437225337788E7;0.0
130.0;1107482.9754910357;-9366468.543202404;1.047395151869344E7;0.0
131.0;941420.8999999762;-9344331.617127342;1.0285752517127318E7;0.0
132.0;752497.6763878558;-1.110098928661725E7;1.1853486963005105E7;0.0
133.0;107969.67955007963;-1.1395080844147367E7;1.1503050523697447E7;0.0
134.0;-776637.8460168485;-1.1843279780383676E7;1.1066641934366828E7;0.0
135.0;-417836.2201671228;-1.2328485915886402E7;1.191064969571928E7;0.0
136.0;172768.45529563166;-1.2767963773779642E7;1.2940732229075273E7;0.0
137.0;853231.6752733905;-1.0774608675255975E7;1.1627840350529365E7;0.0
138.0;1433768.611785829;-1.0279829450995138E7;1.1713598062780967E7;0.0
139.0;1770304.695641349;-8133436.950173358;9903741.645814708;0.0
140.0;1795673.0842488948;-8440563.179118793;1.0236236263367688E7;0.0
141.0;1616450.902457838;-8294345.837438439;9910796.739896277;0.0
142.0;1542579.703908261;-8464064.121341417;1.0006643825249678E7;0.0
143.0;1533279.5999999717;-9941085.766608633;1.1474365366608605E7;0.0
144.0;1540894.1436055582;-1.1188059012680411E7;1.272895315628597E7;0.0
145.0;1144599.5520014353;-1.1890060640200986E7;1.303466019220242E7;0.0
146.0;518984.5304328613;-1.2960833603765182E7;1.3479818134198043E7;0.0
147.0;1120222.5585988872;-1.0850612923848506E7;1.1970835482447393E7;0.0
148.0;1936096.1063649952;-1.0413102160567869E7;1.2349198266932864E7;0.0
149.0;2781577.7561416887;-8438983.650965162;1.122056140710685E7;0.0
150.0;3513996.2675421704;-7254011.310322685;1.0768007577864856E7;0.0
151.0;3992710.758237588;-4540379.768040539;8533090.526278127;0.0
152.0;4145243.320896324;-3961033.069378527;8106276.390274851;0.0
153.0;4061760.5840230747;-3581150.6141584856;7642911.19818156;0.0
154.0;4058410.6369687906;-3887962.337645107;7946372.9746138975;0.0
155.0;4100939.5999999717;-4182831.483523801;8283771.083523773;0.0
156.0;4196342.93247294;-4728116.273542953;8924459.206015892;0.0
157.0;3697751.8233427005;-4712511.574905652;8410263.398248352;0.0
158.0;3065392.585772225;-3890268.7350041172;6955661.320776342;0.0
159.0;3683556.131301081;-3828016.32994668;7511572.461247761;0.0
160.0;4544330.956121028;-3025286.8749477323;7569617.831068761;0.0
161.0;5459736.366549449;-2774001.1626483058;8233737.529197754;0.0
162.0;6250024.363850918;-2194897.6028481;8444921.966699017;0.0
163.0;6742129.044745042;-2249542.682119376;8991671.726864418;0.0
164.0;6867930.562933087;-2412294.157572161;9280224.720505249;0.0
165.0;6731026.577583201;-2838831.7739321697;9569858.351515371;0.0
166.0;6587673.660185279;-3145613.8220150885;9733287.482200367;0.0
167.0;6405677.59999997;-3785640.289214881;1.0191317889214851E7;0.0
168.0;6395134.17107299;-3392344.081957309;9787478.253030298;0.0
169.0;5964198.146287987;-3679229.672381019;9643427.818669006;0.0
170.0;5462067.00151467;-3283268.141627264;8745335.143141935;0.0
171.0;6205400.08399054;-2889447.0737023163;9094847.157692857;0.0
172.0;7192778.052676277;-2335485.7094764747;9528263.762152752;0.0
173.0;8254352.209933454;-2111336.1196808196;1.0365688329614274E7;0.0
174.0;9172634.816747183;-2039265.05231051;1.1211899869057693E7;0.0
175.0;9766418.245940888;-1915675.0836364857;1.1682093329577373E7;0.0
176.0;9974153.266311582;-2127791.0371011132;1.2101944303412694E7;0.0
177.0;9919687.398643088;-2571226.4519930957;1.2490913850636184E7;0.0
178.0;9809724.464419372;-2834627.20363398;1.2644351668053353E7;0.0
179.0;9615175.599999964;-3471701.3463290064;1.3086876946328972E7;0.0
180.0;9599027.95161113;-3063622.5290598776;1.2662650480671007E7;0.0
181.0;9007830.9615441;-3103006.965940681;1.211083792748478E7;0.0
182.0;8444568.931168;-3049976.37286056;1.149454530402856E7;0.0
183.0;9134286.466377864;-2412412.649056047;1.154669911543391E7;0.0
184.0;1.008847181359926E7;-1981409.4387153795;1.206988125231464E7;0.0
185.0;1.1154976557046415E7;-1770237.5947478067;1.2925214151794221E7;0.0
186.0;1.2062638330288779E7;-1592772.9222241181;1.3655411252512896E7;0.0
187.0;1.2603278180441596E7;-1933499.616766968;1.4536777797208564E7;0.0
188.0;1.2721761048181066E7;-2087472.2726755154;1.4809233320856582E7;0.0
189.0;1.2559512176344404E7;-2390542.4683683235;1.4950054644712728E7;0.0
190.0;1.2255839011409797E7;-2663959.2274935083;1.4919798238903305E7;0.0
191.0;1.1784684099999966E7;-3267188.350787222;1.5051872450787188E7;0.0
192.0;1.154141611186084E7;-2972309.268099027;1.4513725379959866E7;0.0
193.0;1.1263418483379293E7;-2619007.3309278786;1.3882425814307172E7;0.0
194.0;1.09810544258001E7;-2674837.1037751827;1.3655891529575283E7;0.0
195.0;1.18758626130035E7;-2378051.2566486117;1.4253913869652111E7;0.0
196.0;1.2927072308841191E7;-1907699.8440283204;1.4834772152869511E7;0.0
197.0;1.4076647029969873E7;-1630921.2763303262;1.5707568306300199E7;0.0
198.0;1.5040184023737447E7;-1408439.3037923686;1.6448623327529816E7;0.0
199.0;1.5596215005548654E7;-1476686.984867027;1.707290199041568E7;0.0
200.0;1.561476985694889E7;-1655074.1335277339;1.7269843990476623E7;0.0
201.0;1.5370650909399174E7;-2053912.3867619778;1.7424563296161152E7;0.0
202.0;1.496435460579985E7;-2275459.290195066;1.7239813895994917E7;0.0
203.0;1.4369856799999963E7;-2471854.9200418293;1.6841711720041793E7;0.0
204.0;1.3972283497924829E7;-2471394.987722847;1.6443678485647677E7;0.0
205.0;1.3550847382146962E7;-2245899.48838324;1.5796746870530203E7;0.0
206.0;1.3156680162164882E7;-2056274.0440158984;1.5212954206180781E7;0.0
207.0;1.3782828548722746E7;-1943041.9473823027;1.5725870496105049E7;0.0
208.0;1.46171954971863E7;-1591810.8385413575;1.6209006335727656E7;0.0
209.0;1.5151631114080194E7;-1388522.8640798426;1.6540153978160037E7;0.0
210.0;1.5606576299122093E7;-1201040.443222841;1.6807616742344934E7;0.0
211.0;1.5837375930570297E7;-1268820.5130403603;1.7106196443610657E7;0.0
212.0;1.5789763301189682E7;-1428072.9883310108;1.7217836289520692E7;0.0
213.0;1.5521735812378237E7;-1674318.8879596163;1.7196054700337853E7;0.0
214.0;1.5071246628458895E7;-1890935.6016834604;1.6962182230142355E7;0.0
215.0;1.4433910099999962E7;-2129162.3086224063;1.656307240862237E7;0.0
216.0;1.4001501310256852E7;-2088707.8631611036;1.6090209173417956E7;0.0
217.0;1.3568957193003438E7;-1855007.8554756625;1.54239650484791E7;0.0
218.0;1.3159317488218497E7;-1870649.0468037392;1.5029966535022236E7;0.0
219.0;1.3446164792927101E7;-1532704.044504334;1.4978868837431435E7;0.0
220.0;1.3903243689636484E7;-1246565.433927527;1.514980912356401E7;0.0
221.0;1.4441699727827353E7;-1114710.5337138094;1.5556410261541164E7;0.0
222.0;1.482404786326255E7;-1066253.536569815;1.5890301399832366E7;0.0
223.0;1.4962233693679044E7;-1120304.1448327801;1.6082537838511825E7;0.0
224.0;1.4818132324999327E7;-1295838.5976142574;1.6113970922613584E7;0.0
225.0;1.4479954574397713E7;-1405705.630539018;1.5885660204936732E7;0.0
226.0;1.3980523091905467E7;-1666869.6777733108;1.5647392769678777E7;0.0
227.0;1.3341464199999962E7;-1971784.48445141;1.5313248684451371E7;0.0
228.0;1.2982372491702484E7;-1631430.345311169;1.4613802837013653E7;0.0
229.0;1.2533167078572214E7;-1453526.7567013595;1.3986693835273573E7;0.0
230.0;1.211912711378412E7;-1448989.4335812395;1.356811654736536E7;0.0
