"tick";"Total";"ObligatedPurchaser";"Producers";"Trader"
0.0;5274013.617708326;-2052950.882291674;7326964.5;0.0
1.0;7107328.283730009;-2356750.7462699907;9464079.03;0.0
2.0;-385586.34068726515;-4203544.054687265;3817957.714;0.0
3.0;3500233.5203505033;-1739508.6936494964;5239742.214;0.0
4.0;4367958.5452932175;-1495488.3687067837;5863446.914000001;0.0
5.0;3089373.315268353;-1709132.107931648;4798505.423200001;0.0
6.0;1903160.7965549254;-2122079.3243250744;4025240.12088;0.0
7.0;984878.8590964493;-2506059.41547555;3490938.2745719994;0.0
8.0;487647.3920012517;-2857630.4519035486;3345277.8439048002;0.0
9.0;-254851.20168015547;-3962587.5131561556;3707736.311476;0.0
10.0;760995.3962965962;-3993833.854031804;4754829.2503284;0.0
11.0;604966.254358001;-5462254.229237559;6067220.48359556;0.0
12.0;2855356.140927043;-4475478.304538962;7330834.445466005;0.0
13.0;1083625.7911103126;-4752704.803559089;5836330.594669402;0.0
14.0;4154550.2510210983;-2836994.791199005;6991545.042220104;0.0
15.0;2460768.9162643384;-2959054.550776724;5419823.467041062;0.0
16.0;4752564.656805728;-1299702.9789853354;6052267.635791063;0.0
17.0;5048642.542932471;-1138877.7743411367;6187520.3172736075;0.0
18.0;4105199.054036713;-1369928.3267547244;5475127.380791438;0.0
19.0;3220151.0412589423;-1376261.9184792174;4596412.95973816;0.0
20.0;2363378.813280088;-1914395.100009948;4277773.913290036;0.0
21.0;2195191.642173588;-2378728.5584041798;4573920.200577768;0.0
22.0;3673194.9658928355;-1904505.7514045036;5577700.717297339;0.0
23.0;4780124.827639149;-2184697.8508317284;6964822.678470877;0.0
24.0;6459369.719469324;-2444393.4971395894;8903763.216608914;0.0
25.0;4476628.101313528;-3652548.7555355527;8129176.85684908;0.0
26.0;5513264.533786755;-3205261.1798954313;8718525.713682186;0.0
27.0;7132388.171401389;-1818058.7349024655;8950446.906303855;0.0
28.0;5403174.770189513;-1921204.6439363954;7324379.414125909;0.0
29.0;4041294.4586715484;-2082385.446738199;6123679.905409748;0.0
30.0;4163213.521796454;-2042541.2985217138;6205754.820318168;0.0
31.0;2810789.7051710845;-2315950.7073656474;5126740.412536732;0.0
32.0;2112443.2985855457;-2397975.9797470397;4510419.2783325855;0.0
33.0;3143639.7773891813;-2345979.068628727;5489618.846017908;0.0
34.0;4432033.183908683;-2389596.713225196;6821629.897133879;0.0
35.0;7123097.252403904;-2229163.6144574764;9352260.86686138;0.0
36.0;1.1309759303975377E7;-2224062.2960246187;1.3533821599999996E7;0.0
37.0;1.1522648611188535E7;-2518690.5084802615;1.4041339119668797E7;0.0
38.0;1.132093891773213E7;-2603303.673821372;1.3924242591553504E7;0.0
39.0;1.162652649424347E7;-2044294.1418360162;1.3670820636079485E7;0.0
40.0;1.1931148080460545E7;-1827548.7582149878;1.3758696838675532E7;0.0
41.0;1.2205054090637766E7;-1717126.7031572193;1.3922180793794986E7;0.0
42.0;1.2483573693071608E7;-1344775.9032663768;1.3828349596337983E7;0.0
43.0;1.2822558772892326E7;-1415844.4973354065;1.4238403270227732E7;0.0
44.0;1.3137781665194202E7;-1533202.1532435871;1.4670983818437789E7;0.0
45.0;1.3486210647743156E7;-1953168.53607598;1.5439379183819136E7;0.0
46.0;1.4167145663749542E7;-2373346.3205958065;1.6540491984345349E7;0.0
47.0;1.5157033800000004E7;-3037043.4556145677;1.819407725561457E7;0.0
48.0;1.51032832684494E7;-4055456.4762841314;1.915873974473353E7;0.0
49.0;1.4681807958544884E7;-4556335.534046188;1.9238143492591072E7;0.0
50.0;1.3889030556492839E7;-5139646.5185535;1.902867707504634E7;0.0
51.0;1.3823624723583292E7;-4434568.105128112;1.8258192828711405E7;0.0
52.0;1.3891401678405438E7;-3149597.825831569;1.7040999504237007E7;0.0
53.0;1.3900142994483322E7;-2502538.266405941;1.6402681260889262E7;0.0
54.0;1.4100421395192735E7;-2348426.515159357;1.6448847910352092E7;0.0
55.0;1.420680607778537E7;-2049066.3789394866;1.6255872456724858E7;0.0
56.0;1.4151952973877523E7;-2257922.4600517903;1.6409875433929313E7;0.0
57.0;1.4006459717358094E7;-2539933.0173540716;1.6546392734712165E7;0.0
58.0;1.4118444774356566E7;-3073443.949725039;1.7191888724081606E7;0.0
59.0;1.4458929900000002E7;-3398151.323113903;1.7857081223113906E7;0.0
60.0;1.433856142984935E7;-3978417.2540131113;1.8316978683862463E7;0.0
61.0;1.381440563559959E7;-4912445.093266101;1.872685072886569E7;0.0
62.0;1.2923125940750401E7;-4327452.897641036;1.7250578838391438E7;0.0
63.0;1.2940023870893836E7;-4275775.817871272;1.721579968876511E7;0.0
64.0;1.3200996081850188E7;-3823850.7600386986;1.7024846841888886E7;0.0
65.0;1.3398631351099309E7;-2842900.168621042;1.624153151972035E7;0.0
66.0;1.353514784229647E7;-2276078.362093602;1.5811226204390071E7;0.0
67.0;1.3550321976589516E7;-2458672.3242041143;1.6008994300793631E7;0.0
68.0;1.3389715470499026E7;-2984767.1983289868;1.6374482668828012E7;0.0
69.0;1.3075366696298206E7;-3725304.108179571;1.6800670804477777E7;0.0
70.0;1.3032445970122466E7;-4263372.8609936815;1.7295818831116147E7;0.0
71.0;1.3193201900000002E7;-4858363.561866415;1.8051565461866416E7;0.0
72.0;1.2879950649311207E7;-6117858.184559103;1.899780883387031E7;0.0
73.0;1.2187811320343483E7;-5942161.5225002365;1.812997284284372E7;0.0
74.0;1.1132756811097067E7;-6633352.220550538;1.7766109031647604E7;0.0
75.0;1.121051188850651E7;-6544227.097138059;1.7754738985644568E7;0.0
76.0;1.1470520020927206E7;-5430973.968544175;1.690149398947138E7;0.0
77.0;1.1687285503986351E7;-5159884.991402928;1.684717049538928E7;0.0
78.0;1.1831634228754878E7;-4943084.801703981;1.677471903045886E7;0.0
79.0;1.1879993742088808E7;-4321977.92512181;1.6201971667210618E7;0.0
80.0;1.1789148388629539E7;-3580862.2939307243;1.5370010682560263E7;0.0
81.0;1.1517926518596897E7;-4193302.2858447456;1.5711228804441642E7;0.0
82.0;1.147809842313205E7;-4968800.361192373;1.6446898784324424E7;0.0
83.0;1.1613839000000007E7;-5732708.073347725;1.7346547073347732E7;0.0
84.0;1.1278869258628849E7;-6645970.700665113;1.792483995929396E7;0.0
85.0;1.0534869608376913E7;-6921090.75766876;1.7455960366045672E7;0.0
86.0;9441009.963933121;-7448461.055029828;1.688947101896295E7;0.0
87.0;9502644.438238338;-7713459.682190274;1.721610412042861E7;0.0
88.0;9768897.027163688;-8025965.771072815;1.7794862798236504E7;0.0
89.0;1.001361851977865E7;-7589761.742709008;1.7603380262487657E7;0.0
90.0;1.0212443005166827E7;-6132515.879051071;1.6344958884217897E7;0.0
91.0;1.0237936002891282E7;-6012518.044283127;1.6250454047174409E7;0.0
92.0;1.0030649070209216E7;-6083860.986893156;1.6114510057102371E7;0.0
93.0;9598481.568572301;-6854678.222875735;1.6453159791448036E7;0.0
94.0;9352979.549841437;-7259826.684439197;1.6612806234280635E7;0.0
95.0;9254661.800000006;-8235582.553345269;1.7490244353345275E7;0.0
96.0;8853463.587147675;-8767254.00388107;1.7620717591028746E7;0.0
97.0;8028114.234688152;-9244901.267242748;1.72730155019309E7;0.0
98.0;6861492.281925384;-9448600.805449696;1.631009308737508E7;0.0
99.0;6940044.508373193;-9258765.960606188;1.6198810468979381E7;0.0
100.0;7238281.989937453;-8860248.77532066;1.6098530765258113E7;0.0
101.0;7519131.962013193;-8198267.278783995;1.5717399240797188E7;0.0
102.0;7724070.688662425;-7656301.914872155;1.538037260353458E7;0.0
103.0;7721120.403412096;-7754820.209519781;1.5475940612931877E7;0.0
