"tick";"Traded Volume"
0.0;0.0
1.0;0.0
2.0;0.0
3.0;0.0
4.0;0.0
5.0;0.0
6.0;0.0
7.0;0.0
8.0;0.0
9.0;0.0
10.0;0.0
11.0;0.0
12.0;0.0
13.0;0.0
14.0;0.0
15.0;0.0
16.0;0.0
17.0;0.0
18.0;0.0
19.0;0.0
20.0;0.0
21.0;0.0
22.0;0.0
23.0;0.0
24.0;0.0
25.0;0.0
26.0;0.0
27.0;0.0
28.0;0.0
29.0;0.0
30.0;0.0
31.0;0.0
32.0;0.0
33.0;0.0
34.0;0.0
35.0;0.0
36.0;0.0
37.0;1719256.3360312476
38.0;1812681.9682961367
39.0;1572660.0496903888
40.0;1694072.4142346953
41.0;1260880.3649662877
42.0;1578618.655324797
43.0;1047840.2183547966
44.0;1350088.727354642
45.0;1814985.0629973242
46.0;1492831.0379175246
47.0;2172560.643117555
48.0;1674382.2943709677
49.0;2223952.973318982
50.0;3199935.325536168
51.0;2655773.4958277894
52.0;2636503.750240401
53.0;2533597.897472886
54.0;1844289.5018338694
55.0;1604748.6870552937
56.0;1735847.3647226437
57.0;1763078.0931796092
58.0;2062711.9389403095
59.0;2329923.6376802535
60.0;2284011.0871359846
61.0;3177086.935602067
62.0;2766849.394987132
63.0;3081847.802780811
64.0;4113986.221421742
65.0;2075742.0630018234
66.0;2659067.736265349
67.0;2143361.12693263
68.0;2265091.5949773868
69.0;2391525.6606265903
70.0;1887397.9205642457
71.0;2054201.5794193293
72.0;4661605.166803656
73.0;3561515.8580979523
74.0;3397171.640203536
75.0;2880999.098437747
76.0;2242937.562382302
77.0;2521608.584272398
78.0;2387371.736508516
79.0;2019056.9415760927
80.0;3412924.5346093196
81.0;3029972.804671052
82.0;2882649.036339494
83.0;2316122.5760870907
84.0;2570394.982969954
85.0;2882844.3151283953
86.0;3574545.17329955
87.0;4425258.638703578
88.0;2488945.44312396
89.0;3038929.247737028
90.0;2718117.6860317574
91.0;2054420.0917952028
92.0;3009000.4092255943
93.0;2771071.6590645225
94.0;2931041.540625042
95.0;3294876.0198187414
96.0;2965648.4833385255
97.0;3870935.250619617
98.0;2951924.1399199055
99.0;3352622.303452932
100.0;2847902.045541521
101.0;2438307.138286766
102.0;4021295.250986531
103.0;2824230.6761461725
104.0;3410780.9400579785
105.0;2978350.009197367
106.0;4065350.9025154845
107.0;2026087.7806699695
108.0;4448235.344581867
109.0;3788519.543554362
110.0;3254110.6293533687
111.0;2942910.7531015417
112.0;3295680.7942553097
113.0;3640021.83426057
114.0;3762189.798695426
115.0;3138364.041203982
116.0;2094314.9539447927
117.0;3196340.745616053
118.0;2611813.6643410795
119.0;3703044.767486773
120.0;3243967.500721501
121.0;2954049.76092208
122.0;4254979.344344447
123.0;4189758.9623662736
124.0;2900843.8495618813
125.0;2993653.1681420677
126.0;2440061.6018594396
127.0;2201651.290599053
128.0;2167144.633822913
129.0;2525677.0021822653
130.0;2706547.5714495177
131.0;3056720.693953721
132.0;3636413.8311159024
133.0;3112960.531201624
134.0;4163959.4556231685
135.0;2854469.541581535
136.0;3152706.3576249187
137.0;2007005.8547152996
138.0;3068660.445560846
139.0;1948254.0035985801
140.0;1943099.456020779
141.0;2134848.2678503073
142.0;2715385.0855806367
143.0;2949149.0263216114
144.0;3290741.9965984537
145.0;3350367.7342251805
146.0;3144862.6543759713
147.0;3130299.824269692
148.0;3142231.7550147837
149.0;2434236.827320788
150.0;2017765.4005781645
151.0;2625729.978346853
152.0;2294539.4172143936
153.0;1953444.5900461783
154.0;2163561.835479708
155.0;3253422.682336342
156.0;3660986.5115055903
157.0;3026331.676538257
158.0;3484637.7700078697
159.0;3475896.7405401785
160.0;2468531.7366657653
161.0;2447866.730537911
