"tick";"Traded Volume"
0.0;18600.0
1.0;526425.05
2.0;748882.5950000002
3.0;1778396.4379999996
4.0;778293.8666000003
5.0;795810.92779
6.0;728405.024761
7.0;763163.82825346
8.0;761082.310240804
9.0;1376986.6694582538
10.0;1226967.7401712532
11.0;1149769.4752437728
12.0;1372668.9364325209
13.0;4367429.806401413
14.0;1127197.6815718855
15.0;1066020.5743234372
16.0;2622382.4998079967
17.0;922756.4821031651
18.0;943026.2235083272
19.0;1103513.0076490168
20.0;1149903.509766253
21.0;890627.8672377745
22.0;1485373.844950823
23.0;1117429.3926527712
24.0;2735764.424351692
25.0;2305978.922375659
26.0;1720642.1679738208
27.0;1297240.6868891655
28.0;1799340.9406050679
29.0;2012079.7076737212
30.0;1780484.5664813844
31.0;1764343.6249217517
32.0;1894962.5098664924
33.0;1330787.8752278613
34.0;1239203.7445484018
35.0;2052663.137377811
36.0;1646664.7335097874
37.0;1815268.493235885
38.0;1883017.6622496115
39.0;2190729.6198097654
40.0;1784670.4772916418
41.0;1964132.4215818024
42.0;1664193.5172563444
43.0;1345819.217233815
44.0;1505124.4030429046
45.0;1450165.6926385157
46.0;1567336.6751204168
47.0;1946719.014192188
48.0;2137355.88442897
49.0;2663275.2254033783
50.0;2584999.3520017317
51.0;2195014.5744234347
52.0;2314488.3566991813
53.0;2620277.3708321997
54.0;1962305.55138524
55.0;2259043.3511487357
56.0;1759224.2117751285
57.0;2103941.5861237627
58.0;2163649.5611009444
59.0;2302169.420164321
60.0;2975120.1846796693
61.0;2571348.341316053
62.0;3348161.9745975267
63.0;3145024.0841252403
64.0;2479267.7772323657
65.0;2754594.722918614
66.0;2241320.5125623425
67.0;1971540.6073597712
68.0;2062003.253727888
69.0;1853365.238791552
70.0;2292952.036996637
71.0;2054602.2471579255
72.0;2712690.5943040294
73.0;3366043.287589734
74.0;3953560.4438803988
75.0;2991041.770756489
76.0;2442847.298719117
77.0;2829656.9676852045
78.0;3756759.164219067
79.0;2182858.2872061147
80.0;2040958.0833887334
81.0;1893040.061916907
82.0;2851078.837624759
83.0;2040227.793837741
84.0;3616263.4974189107
85.0;4622860.75625767
86.0;4244591.213641661
87.0;4335101.515845506
88.0;3562888.4377573524
89.0;4484558.59490749
90.0;2219811.3830064125
91.0;2235285.956675885
92.0;2430340.302792944
93.0;1960035.3117224658
94.0;3719128.7664116235
95.0;2616062.1335266926
96.0;2704833.4735594247
97.0;4628823.232104199
98.0;3530126.0668783793
99.0;3605834.88992334
100.0;3561980.4380231374
101.0;3006060.0142180026
102.0;2635820.29702973
103.0;2647850.7016524454
104.0;3110489.352250296
105.0;2041102.5427940069
106.0;2832024.61218805
107.0;2091047.2095163593
108.0;3505928.671084044
109.0;3908537.740208473
110.0;4573791.812030174
111.0;2702168.890328001
112.0;2478109.1628537
113.0;3504604.545057129
114.0;2515213.095999617
115.0;3133545.0927315587
116.0;2678528.8227874143
117.0;2416115.3013668004
118.0;2624356.67943402
119.0;2188461.4328065263
120.0;3111423.586763931
121.0;3127959.7763959155
122.0;1814608.6722090389
123.0;2236969.2798631345
124.0;3385479.0188530223
125.0;2164286.16073677
126.0;2201343.933645968
127.0;2384676.750769787
128.0;2189470.7491950174
129.0;2041684.0154455558
130.0;2317794.263536624
131.0;2368548.1464494364
132.0;2518956.683419135
133.0;2909165.4991863365
134.0;2576696.491967479
135.0;3185906.961418072
136.0;3183763.6370319105
137.0;3048104.817802392
138.0;4022670.0450298395
139.0;4477346.613570701
140.0;5737905.318111811
141.0;3354540.403472965
142.0;3240387.7126787095
143.0;3434802.9041556204
144.0;2748726.589408516
145.0;3292658.0674933395
146.0;2362329.9095078227
147.0;2491064.3088081386
148.0;2019905.0572823253
149.0;2559915.3198540923
150.0;3539314.138563433
151.0;3389064.8398533557
152.0;2476188.1777118803
153.0;2456690.9699838487
154.0;2863957.6104807244
155.0;2645785.4710447574
156.0;3065939.8576444387
157.0;3769547.0044278614
158.0;1956690.7508682138
159.0;2307366.993965832
160.0;2738677.458911381
161.0;3691616.203221107
162.0;2351731.81171
163.0;2527726.327799999
164.0;2538753.09037
165.0;2191034.478018698
166.0;2428622.4867800716
167.0;2775881.177894042
168.0;2698270.679813718
169.0;2693264.5864976896
170.0;3399624.844970452
171.0;2479924.366372926
172.0;2753586.1690749764
173.0;2608475.9054607046
174.0;1878251.1232014026
175.0;1696142.366190465
176.0;1798566.44880881
177.0;1838218.5038192281
178.0;2249743.7355847703
179.0;2562472.418637986
180.0;2842051.7161248173
