"tick";"Total";"ObligatedPurchaser";"Producers";"Trader"
0.0;1534013.6177083256;-2075950.8822916744;3610764.5;-800.0
1.0;2292916.2845157897;-3259558.8254842097;5555275.109999999;-2800.0
2.0;2295687.4760985137;-3913813.6700901375;6213901.146188651;-4400.0
3.0;2157758.425431693;-4424178.529262633;6588336.954694326;-6400.0
4.0;1831333.1194316046;-4526920.35031556;6366253.469747164;-8000.0
5.0;1201271.2061446458;-4761849.772408934;5974720.97855358;-11600.0
6.0;684427.2469502455;-4954772.398888544;5651999.64583879;-12800.0
7.0;511894.845418592;-5308336.851298842;5835031.696717434;-14800.0
8.0;641949.8067709254;-5747626.712551288;6405576.519322214;-16000.0
9.0;948193.0783867938;-6354738.826395768;7318931.904782562;-16000.0
10.0;1924683.251773403;-7037909.967555313;8978993.219328716;-16400.0
11.0;3551701.000000001;-4939595.61803672;8506896.61803672;-15600.0
12.0;5404382.014767102;-5227543.107487672;1.0647125122254774E7;-15200.0
13.0;5445046.845400495;-5189404.097330531;1.0649250942731027E7;-14800.0
14.0;5183959.742364232;-5372534.482354618;1.057169422471885E7;-15200.0
15.0;4899390.957152891;-5330466.043093729;1.024625700024662E7;-16400.0
16.0;4763653.421017859;-5272640.138085952;1.0050693559103811E7;-14400.0
17.0;4486866.307961842;-5219836.7845502645;9720303.092512107;-13600.0
18.0;4260059.394075549;-5102908.858239655;9376168.252315205;-13200.0
19.0;4191353.8645583866;-5114621.505112489;9319975.369670875;-14000.0
20.0;4250703.8221696615;-4778303.314976051;9043007.137145713;-14000.0
21.0;4406705.3905513985;-4877851.460482097;9298956.851033496;-14400.0
22.0;4973826.278173774;-5317135.856493506;1.030536213466728E7;-14400.0
23.0;5916619.800000001;-5728265.834963473;1.1659285634963473E7;-14400.0
24.0;6525208.002700911;-5882399.9290468795;1.242040793174779E7;-12800.0
25.0;6663225.436687684;-4950563.325718109;1.1628188762405792E7;-14400.0
26.0;6373619.937041653;-5204439.513528151;1.1592859450569805E7;-14800.0
27.0;6249534.283808275;-4894225.33177602;1.1158959615584295E7;-15200.0
28.0;6507411.983887425;-3729657.33097871;1.0249869314866135E7;-12800.0
29.0;6613385.326727781;-2841934.9988054284;9468120.32553321;-12800.0
30.0;6693458.167180311;-2334240.6321741305;9041298.799354441;-13600.0
31.0;6846633.891216783;-2109983.214832781;8971017.106049564;-14400.0
32.0;7048238.416918321;-2029851.319697784;9090889.736616105;-12800.0
33.0;7281094.52659369;-2146902.3206722243;9440796.847265914;-12800.0
34.0;7910339.735815925;-2362971.737485106;1.028531147330103E7;-12000.0
35.0;8960100.799999997;-2855975.3254120634;1.182487612541206E7;-8800.0
36.0;9842706.803975385;-3423741.316607852;1.3273248120583236E7;-6800.0
37.0;1.0106469811188538E7;-3359120.961268852;1.346999077245739E7;-4400.0
38.0;9960824.117732132;-3059837.481146094;1.3023461598878225E7;-2800.0
39.0;1.0310145994243458E7;-2313550.7709917026;1.2622496765235161E7;1200.0
40.0;1.0653158280460536E7;-1536519.0679336525;1.2186077348394189E7;3600.0
41.0;1.0885563790637763E7;-1368138.0660238026;1.2247701856661566E7;6000.0
42.0;1.1144796793071602E7;-1207312.7649478095;1.234410955801941E7;8000.0
43.0;1.1425469472892322E7;-1338414.5016798435;1.2753483974572165E7;10400.0
44.0;1.1681109765194193E7;-1484726.7421970065;1.31526365073912E7;13200.0
45.0;1.1987454247743156E7;-1788622.198661538;1.3761276446404694E7;14800.0
46.0;1.2638430063749539E7;-2023837.8755507995;1.4645867939300338E7;16400.0
47.0;1.3616755000000002E7;-2226894.765581044;1.5825649765581045E7;18000.0
48.0;1.3544944268449392E7;-3282598.2821546723;1.6809142550604064E7;18400.0
49.0;1.3072493058544876E7;-3406740.073111133;1.646003313165601E7;19200.0
50.0;1.222873975649283E7;-3713387.6302350955;1.5923727386727927E7;18400.0
51.0;1.2116373023583286E7;-3534627.4792509642;1.563260050283425E7;18400.0
